scorer,,,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,,,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2022-05-19_101_EB014_bellyCam,img00119.png,529.5206659039497,247.31585034664778,484.7081255468911,245.7178644064158,466.9878845214844,353.72503662109375,484.27301834193065,219.46971722377464,277.9876477189378,373.81063901155306,,,,,,
labeled-data,2022-05-19_101_EB014_bellyCam,img01802.png,532.8476749274507,232.08645446430847,,,420.0272378557364,365.40623440776983,538.6831665039062,214.27761840820312,270.43405726642163,374.0412310825665,173.12266882393521,95.49485278528209,,,,
labeled-data,2022-05-19_101_EB014_bellyCam,img03726.png,528.7415347907322,244.95238790876226,470.7426477650738,241.13651229771773,417.92230224609375,353.2879943847656,519.3482666015625,219.78829956054688,277.20689508734915,372.34023297430986,188.67887303024327,63.32382348043774,,,,
labeled-data,2022-05-19_101_EB014_bellyCam,img04071.png,531.5975341796875,247.45977783203125,500.74978262485024,251.0210032645146,445.87890625,365.1275329589844,532.865478515625,226.8054656982422,270.79606420046923,374.60761131703725,210.50856601766407,85.90256125033858,101.56722167795505,249.33651174736184,,
labeled-data,2022-05-19_101_EB014_bellyCam,img05136.png,529.8599853515625,241.37698364257812,476.27040692104015,240.09334735142068,449.7618103027344,326.1640319824219,514.005859375,191.42433166503906,254.75902361283545,373.5336765651523,,,,,,
labeled-data,2022-05-19_101_EB014_bellyCam,img06956.png,531.1935929261987,241.63050375348882,480.4461669921875,239.53337313964045,464.7447509765625,325.7012939453125,504.47975750697765,180.53981485002674,266.599080319,369.32116007180036,178.67121720249128,88.00569769757487,,,,
labeled-data,2022-05-19_101_EB014_bellyCam,img11441.png,530.0988663636986,243.17746438615956,467.7495341483037,242.1134512646405,428.1087341308594,321.7625732421875,476.5864482108036,187.17195004324435,284.3843162816071,374.6318690407303,,,,,,
labeled-data,2022-05-19_101_EB014_bellyCam,img17781.png,528.7629475411495,242.4773360288795,471.99892254604026,251.7723600460402,391.3092956542969,397.7156066894531,498.01739501953125,233.48959350585938,245.5293613288179,383.2917162785959,194.67295837402344,122.21553039550781,,,,
labeled-data,2022-05-19_101_EB014_bellyCam,img19501.png,530.5131810923481,242.2778731382545,471.2212630308327,243.33503756488653,393.1075121770334,400.01251220703125,495.40460205078125,233.4450225830078,205.0063753389851,370.4081760693953,189.353759765625,115.96306610107422,,,,
labeled-data,2022-05-19_101_EB014_bellyCam,img25162.png,530.38188638323,242.59747314453125,480.68465377720986,242.96157244907693,425.78529141114075,409.69949590960505,512.2467358698417,201.95932473772206,236.38510807261918,379.2118667453025,181.72286987304688,116.56958520611761,,,,
labeled-data,2022-05-19_101_EB014_bellyCam,img27598.png,529.1698608398438,243.23046875,485.8329772949219,243.54388427734375,428.35737267997104,412.1203015436697,510.8997510065603,205.24343280063948,224.84735224185613,381.73324864470055,177.97916241420427,109.33636987408636,,,,
labeled-data,2022-05-19_101_EB014_bellyCam,img30810.png,529.0056762695312,243.42459106445312,483.7002868652344,240.7292938232422,443.69544766114075,411.3689350899776,526.5261442257276,214.76740902761935,220.05477246578846,379.4216285264736,189.87626306083035,108.24063156214555,,,,
labeled-data,2022-05-19_101_EB014_bellyCam,img34463.png,515.4358969098887,256.6881726374197,472.53665411273005,253.94424438476562,427.9211450795268,394.0694299916363,524.2299617912993,242.37893926898005,250.21647643924314,366.8513028502084,189.28396389649237,107.85890368686995,,,,
labeled-data,2022-05-19_101_EB014_bellyCam,img41155.png,528.7012011418772,246.68833331333474,481.4945691217947,247.54970037737849,432.15708581473666,408.836833099192,506.236167449085,227.66537600656034,211.11978457936135,366.2117065280172,196.77686480747536,103.87776525948209,,,,
labeled-data,2022-05-19_101_EB014_bellyCam,img43820.png,527.8175951848459,248.07340878347873,483.5048005984911,251.21936627162614,429.26773321429255,407.1825866699219,505.0800899651273,230.0452588190604,213.40424826378973,369.4593372049798,193.2161055601295,101.23860043386935,,,,
labeled-data,2022-05-19_101_EB014_bellyCam,img44358.png,525.032958984375,245.04660034179688,478.50045901437295,250.3517574455961,428.71932174595986,408.8835343324487,499.12472909389976,229.17776147391635,214.94687464923413,366.142343406164,191.85077637867397,101.85714563146809,,,,
labeled-data,2022-05-19_101_EB014_bellyCam,img50602.png,529.4448852539062,244.1262664794922,488.1315612792969,241.7998809814453,480.16314697265625,366.82373046875,533.8630819684824,203.33286239537398,253.97513993089183,372.8772644712225,308.98703936802235,141.6908696909809,134.39238843258534,158.6109925977679,,
labeled-data,2022-05-19_101_EB014_bellyCam,img52366.png,519.1111873772368,252.33520040876226,477.91508016950445,249.63067285086947,426.0794372558594,401.7061462402344,516.6299756159353,235.41766357421875,268.73257671272836,373.5043703514269,220.2553253173828,115.64131927490234,,,,
labeled-data,2022-05-19_101_EB014_bellyCam,img53116.png,524.4271850585938,252.88926696777344,478.2472359912189,249.5428949574566,431.9584655761719,402.13482666015625,520.5923169245291,240.12455624441623,263.187401358378,373.9760609617944,225.04904174804688,115.3465347290039,,,,
labeled-data,2022-05-19_101_EB014_bellyCam,img58015.png,529.7978384716719,249.36938943498768,466.87977383301575,247.5583436893113,388.9811588141696,383.4062699281518,516.376140990518,230.5410614013672,244.1829904849518,365.77695452569014,,,97.53766119280817,262.10811068846857,,
