scorer,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2021-05-17_107_EB002_bellyCam\img02126.png,569.5248780755109,245.16124171187465,535.8572798509506,242.35560852649462,549.8854457778507,323.7189709025152,,,434.8544851772699,329.33023727327526,492.3699654775603,146.9640802235739,276.3362102032987,189.04857800427425,171.12496575154796,180.63167844813415
labeled-data\2021-05-17_107_EB002_bellyCam\img05398.png,569.5248780755109,246.56405830456464,535.8572798509506,240.95279193380458,549.8854457778507,322.3161543098252,,,434.8544851772699,326.5246040878952,489.5643322921802,144.1584470381939,281.9474765740588,196.0626609677243,154.29116663926777,179.22886185544417
labeled-data\2021-05-17_107_EB002_bellyCam\img07294.png,570.9276946682008,243.7584251191846,537.2600964436406,235.34152556304457,563.9136117047508,313.8992547536851,,,434.8544851772699,347.5668529782454,482.55024932873016,111.89366540632363,276.3362102032987,182.0344950408242,148.6799002685077,201.6739273384843
labeled-data\2021-05-17_107_EB002_bellyCam\img08203.png,570.9276946682008,242.35560852649462,499.38404844101035,242.35560852649462,408.2009699161597,259.18940763877475,534.4544632582606,155.38097977971398,324.0319743547591,318.1077045317552,209.0010137541782,95.05986629404356,151.4855334538878,226.92462600690448,,
labeled-data\2021-05-17_107_EB002_bellyCam\img09791.png,568.1220614828209,240.95279193380458,523.2319305167405,238.1471587484246,563.9136117047508,302.67672201216504,565.3164282974408,200.27111074579432,357.69957257931924,267.6063071949148,467.1192668091401,111.89366540632363,277.7390267959887,134.33873088936383,164.1108827880979,170.81196229930407
labeled-data\2021-05-17_107_EB002_bellyCam\img10910.png,566.7192448901308,245.16124171187465,531.6488300728805,246.56405830456464,545.6769959997806,301.27390541947506,,,406.7981533234697,299.871088826785,474.1333497725901,134.33873088936383,286.15592635212874,146.9640802235739,164.1108827880979,142.75563044550387
labeled-data\2021-05-17_107_EB002_bellyCam\img11339.png,569.5248780755109,246.56405830456464,535.8572798509506,246.56405830456464,534.4544632582606,340.5527700147953,,,418.0206860649897,305.4823551975451,502.18968162639044,142.75563044550393,291.7671927228888,125.92183133322374,166.91651597347789,124.51901474053375
labeled-data\2021-05-17_107_EB002_bellyCam\img11475.png,568.1220614828209,247.96687489725463,533.0516466655706,249.36969148994467,535.8572798509506,336.3443202367253,,,416.61786947229973,304.0795386048551,506.3981314044604,142.75563044550387,283.35029316674877,127.32464792591378,161.30524960271782,128.72746451860377
labeled-data\2021-05-17_107_EB002_bellyCam\img11836.png,570.9276946682008,246.56405830456464,492.3699654775603,243.7584251191846,378.7418214696694,269.0091237876048,555.4967121486108,179.22886185544417,310.003808427859,312.4964381609951,159.90243301002783,144.1584470381939,161.30524960271782,254.98095786070468,,
labeled-data\2021-05-17_107_EB002_bellyCam\img12056.png,569.5248780755109,240.95279193380458,530.2460134801905,243.7584251191846,545.6769959997806,298.468272234095,,,420.8263192503698,308.2879883829251,422.2291358430598,109.08803222094366,253.89114472025858,187.6457614115842,140.26300071236767,207.28519370924437
labeled-data\2021-05-17_107_EB002_bellyCam\img12705.png,570.9276946682008,242.35560852649462,554.0938955559208,243.7584251191846,,,,,496.57841525563026,332.1358704586553,503.5924982190803,125.92183133322374,293.1700093155788,204.47956052386434,166.91651597347789,222.71617622883446
labeled-data\2021-05-17_107_EB002_bellyCam\img13201.png,569.5248780755109,243.7584251191846,497.98123184832036,229.7302591922845,545.6769959997806,284.4401063071949,455.89673406762006,172.21477889199411,279.1418433886787,322.3161543098252,377.3390048769794,113.29648199901368,194.9728478272781,151.17253000164396,,
labeled-data\2021-05-17_107_EB002_bellyCam\img13444.png,569.5248780755109,245.16124171187465,535.8572798509506,243.7584251191846,573.7333278535808,301.27390541947506,,,430.64603539919983,354.58093594169543,425.03476902843977,162.39506274316403,230.04326264452834,273.21757356567485,112.20666885856747,287.24573949257496
labeled-data\2021-05-17_107_EB002_bellyCam\img13763.png,568.1220614828209,242.35560852649462,521.8291139240505,235.34152556304457,559.7051619266807,273.21757356567485,453.09110088223997,173.61759548468416,356.29675598662936,299.87108882678507,,,201.98693079072825,224.11899282152444,92.5672365609073,256.3837744533947
labeled-data\2021-05-17_107_EB002_bellyCam\img13824.png,568.1220614828209,245.16124171187465,523.2319305167405,246.56405830456464,569.5248780755109,298.468272234095,552.6910789632307,196.0626609677243,388.56153761849953,316.70488793906515,418.0206860649897,118.90774836977369,242.66861197873845,183.43731163351418,124.83201819277758,191.85421118965422
labeled-data\2021-05-17_107_EB002_bellyCam\img14576.png,565.3164282974408,240.95279193380458,519.0234807386705,231.13307578497455,576.5389610389608,280.2316565291249,,,391.3671708038795,301.27390541947506,408.2009699161597,99.26831607211358,224.43199627376828,173.6175954846841,123.4292016000876,229.7302591922845
labeled-data\2021-05-17_107_EB002_bellyCam\img14717.png,568.1220614828209,243.7584251191846,493.7727820702503,235.34152556304457,454.49391747492996,280.2316565291249,527.4403802948106,173.6175954846841,347.8798564304892,318.1077045317552,317.01789139130904,117.5049317770837,193.5700312345881,219.91054304345442,89.76160337552733,263.3978574168448
