scorer,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2021-05-20_101_EB003_bellyCam\img00757.png,,,,,583.553044002411,285.8429228998849,517.6206641459804,158.186612965094,,,,,,,,
labeled-data\2021-05-20_101_EB003_bellyCam\img06642.png,,,570.9276946682008,221.31335963614447,,,,,502.1896816263903,326.5246040878952,443.27138473340995,120.31056496246373,263.7108608690886,287.24573949257496,151.4855334538878,334.94150364403527
labeled-data\2021-05-20_101_EB003_bellyCam\img27866.png,566.7192448901308,238.1471587484246,502.1896816263903,228.32744259959452,545.6769959997806,277.4260233437449,,,,,,,,,,
labeled-data\2021-05-20_101_EB003_bellyCam\img31666.png,,,,,555.4967121486108,249.36969148994467,347.8798564304892,142.75563044550387,262.3080442763986,319.5105211244452,196.37566441996807,72.61480081100336,122.02638500739761,243.7584251191846,,
labeled-data\2021-05-20_101_EB003_bellyCam\img31712.png,566.7192448901308,239.5499753411146,521.8291139240505,235.34152556304457,569.5248780755109,304.0795386048551,548.4826291851607,163.79787933585402,256.69677790563856,325.12178749520524,217.41791331031823,52.975368513343255,140.26300071236767,229.7302591922845,,
labeled-data\2021-05-20_101_EB003_bellyCam\img35166.png,566.7192448901308,239.5499753411146,521.8291139240505,239.54997534111465,563.9136117047508,320.91333771713516,504.9953148117704,138.54718066743385,200.58411419803815,388.2485341662557,231.44607923721833,118.90774836977369,131.84610115622763,278.82883993643486,,
labeled-data\2021-05-20_101_EB003_bellyCam\img39543.png,569.5248780755109,235.34152556304457,530.2460134801905,239.5499753411146,558.3023453339907,315.30207134637516,540.0657296290207,144.1584470381939,322.629157762069,357.38656912707546,249.6826949421885,86.64296673790346,147.27708367581772,266.2034906022248,,
labeled-data\2021-05-20_101_EB003_bellyCam\img45153.png,566.7192448901308,238.1471587484246,521.8291139240505,221.31335963614447,579.344594224341,281.6344731218149,503.5924982190803,117.5049317770837,258.09959449832854,362.99783549783547,,,123.4292016000876,288.64855608526494,,
labeled-data\2021-05-20_101_EB003_bellyCam\img48272.png,568.1220614828209,233.93870897035453,500.78686503370034,231.13307578497455,512.0093977752205,308.2879883829251,,,,,,,133.24891774891762,264.80067400953476,,
labeled-data\2021-05-20_101_EB003_bellyCam\img49200.png,569.5248780755109,236.74434215573456,509.2037645898404,240.95279193380458,551.2882623705407,313.8992547536851,496.57841525563026,120.31056496246373,210.40383034686818,326.5246040878952,176.73623212230802,83.83733355252343,107.9982190804975,249.36969148994467,,
labeled-data\2021-05-20_101_EB003_bellyCam\img52598.png,568.1220614828209,235.34152556304457,504.9953148117704,214.29927667269442,576.5389610389608,274.62039015836484,499.38404844101035,110.49084881363365,262.3080442763986,292.85700586333496,180.944681900378,65.60071784755337,122.02638500739761,235.34152556304457,,
labeled-data\2021-05-20_101_EB003_bellyCam\img59735.png,566.7192448901308,240.95279193380458,527.4403802948106,228.32744259959452,561.1079785193708,333.5386870513453,465.7164502164501,100.67113266480357,346.4770398377992,344.76121979286535,287.55874294481873,59.989451476793306,200.58411419803815,291.454189270645,115.01230204394744,372.8175516466656
labeled-data\2021-05-20_101_EB003_bellyCam\img70736.png,572.3305112608908,238.1471587484246,512.0093977752205,219.91054304345442,524.6347471094305,252.1753246753247,,,,,,,155.69398323195787,219.91054304345442,,
labeled-data\2021-05-20_101_EB003_bellyCam\img72353.png,568.1220614828209,239.5499753411146,531.6488300728805,236.74434215573456,568.1220614828209,318.1077045317552,507.8009479971504,138.54718066743385,336.6573236889691,334.94150364403527,,,192.1672146418981,284.4401063071949,119.22075182201752,379.83163461011566
labeled-data\2021-05-20_101_EB003_bellyCam\img75037.png,572.3305112608908,238.1471587484246,513.4122143679105,232.53589237766454,527.4403802948106,318.1077045317552,502.1896816263903,135.74154748205382,288.96155953750883,357.38656912707546,,,133.24891774891762,256.3837744533947,,
labeled-data\2021-05-20_101_EB003_bellyCam\img79718.png,569.5248780755109,238.1471587484246,514.8150309606004,235.34152556304457,544.2741794070906,305.4823551975451,502.1896816263903,148.36689681626393,248.27987834949852,362.99783549783547,287.55874294481873,64.19790125486327,117.81793522932753,203.07674393117435,,
labeled-data\2021-05-20_101_EB003_bellyCam\img79766.png,572.3305112608908,238.1471587484246,510.60658118253036,224.1189928215245,548.4826291851607,306.88517179023506,502.1896816263903,146.9640802235739,238.4601622006685,354.58093594169543,287.55874294481873,59.989451476793306,123.4292016000876,207.28519370924437,,
labeled-data\2021-05-20_101_EB003_bellyCam\img81908.png,565.3164282974408,239.5499753411146,506.3981314044604,229.7302591922845,540.0657296290207,291.454189270645,517.6206641459804,148.36689681626393,256.69677790563856,370.0119184612855,304.3925420570989,59.989451476793306,124.83201819277758,210.0908268946244,,
labeled-data\2021-05-20_101_EB003_bellyCam\img85586.png,570.9276946682008,233.93870897035453,534.4544632582606,214.29927667269442,,,,,280.5446599813687,326.5246040878952,,,130.44328456353765,236.74434215573456,,
labeled-data\2021-05-20_101_EB003_bellyCam\img88219.png,568.1220614828209,235.34152556304457,528.8431968875005,229.7302591922845,566.7192448901308,302.67672201216504,520.4262973313605,128.72746451860377,291.7671927228888,341.9555866074853,241.26579538604847,88.04578333059351,140.26300071236767,256.3837744533947,,
