scorer,,,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,,,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2021-08-11_1_EB006_bellyCam,img03259.png,584.4637589538138,255.17063120017212,519.575927734375,258.57074175634267,535.937226624947,254.10517241725702,542.3879127849973,173.45224626697228,326.151506943889,345.58111315635585,384.11074572471534,130.55146147975705,154.22264612381156,247.59292089279,75.69136527501303,265.59010928713917
labeled-data,2021-08-11_1_EB006_bellyCam,img04565.png,583.0263248297947,253.13877618512151,529.0938241259846,252.91391583217302,480.8767208245023,313.32631387346424,544.2274780273438,208.37957763671875,,,184.54360961914062,141.443115234375,92.72618103027344,249.2845458984375,,
labeled-data,2021-08-11_1_EB006_bellyCam,img06194.png,583.2321858223995,253.1468374951092,523.5403996868149,254.6163139969205,520.2708740234375,287.77056884765625,543.5243530273438,196.28099060058594,311.71866528458906,333.8578161021137,297.6194152832031,127.08521270751953,128.21117789933677,252.50890286391228,,
labeled-data,2021-08-11_1_EB006_bellyCam,img07152.png,584.1470816357339,251.55566156109813,520.9347453299445,249.4193747265545,515.9996867361945,287.2174165652879,549.1242781675512,171.586099426616,303.2306904610714,332.08872393833485,374.39763220284135,142.1318088385836,140.57131024135276,234.06598242256797,75.081355107295,239.27190603447127
labeled-data,2021-08-11_1_EB006_bellyCam,img08782.png,583.6729711314106,250.07025488350547,529.8504931340647,253.13064666921292,516.8231518854666,285.151774505442,548.5027465820312,164.09797076450667,300.4890018317477,334.89775427315396,373.2404946916739,140.73843725655234,140.47459411621094,236.42760980328558,80.97228278167421,236.69326348634405
labeled-data,2021-08-11_1_EB006_bellyCam,img10212.png,585.2529165966714,254.46789175570962,526.4010408328661,254.88318896692272,486.1867980957031,265.91876220703125,550.7664900816137,180.6150852057711,314.6898168345356,353.7113740848191,392.1286477678457,133.19048355189165,150.75418466030595,215.79005181988714,86.99962403027223,214.20146154161466
labeled-data,2021-08-11_1_EB006_bellyCam,img10689.png,583.7467626353168,251.12707269391058,521.7649747921339,253.68971344167392,485.6895446777344,265.344482421875,551.8447265625,174.64756774902344,303.19781494140625,351.7066345214844,379.37896353305337,131.39135150181136,149.40871383580367,213.99611242745078,88.94906574204464,215.01634658207115
labeled-data,2021-08-11_1_EB006_bellyCam,img11982.png,584.5845816357341,253.66088025040943,526.0468644105738,252.11636444265042,481.5697937011719,264.9798889160156,551.8226928710938,168.1499481201172,296.89788818359375,352.7819519042969,378.93050647180553,130.86739520298323,146.28343792689958,217.11519668665727,83.02682703250889,214.8519178711336
labeled-data,2021-08-11_1_EB006_bellyCam,img12708.png,585.1462775892765,252.7674734814372,527.1316926883349,250.3891212172063,477.5801086425781,265.19793701171875,552.0215958558863,168.7536104129441,292.1271349797678,353.16008462541737,378.7730531954304,131.275584778525,140.00874453683377,216.58690222237266,78.65881289037054,214.98897389863515
labeled-data,2021-08-11_1_EB006_bellyCam,img14143.png,584.4623998423481,253.765265626386,522.2804272760916,247.86779535016058,470.2856750488281,264.44580078125,551.3186645507812,161.2631776736863,277.97924679617404,355.511148254741,354.34636267159146,132.76964614954784,131.68659381138167,222.9419848332834,75.83269146110041,224.0405143359854
labeled-data,2021-08-11_1_EB006_bellyCam,img14435.png,584.0733007212543,251.96839654644964,529.184456330212,254.49803128276977,469.4364729917702,263.1858016050513,550.9146728515625,158.78936767578125,272.2690124511719,353.6408996582031,353.8064961251338,130.6561008307711,129.08114794956526,223.68501156668185,71.00054998091525,225.22656942038714
labeled-data,2021-08-11_1_EB006_bellyCam,img16362.png,583.902524354067,253.10208813615162,523.0982055664062,248.67602288922308,465.963134765625,264.8409118652344,549.591796875,158.2266845703125,265.82995480398654,356.2908312688303,345.6959707958904,131.7368656012789,123.85278787248768,223.24240454170865,76.53915863547337,225.16910323663564
labeled-data,2021-08-11_1_EB006_bellyCam,img21244.png,584.1768773814108,252.96954562499207,524.6813435372433,249.9117101450824,471.3493054499197,256.55735311872326,531.4542554010916,180.94102352957248,262.75574664341286,327.84470538364724,340.29042953751093,131.74572503766058,137.23034292758462,182.47818460100325,85.9701546392298,177.7433877742182
labeled-data,2021-08-11_1_EB006_bellyCam,img23020.png,585.1728889174017,253.72765271134688,519.3260790715647,250.17529046734808,467.4112044370826,256.2630415952857,538.8632413936966,182.12279089424771,249.23731527692644,327.0423677371629,321.3974584360981,131.12891433802446,132.6276143809223,185.19736651645974,81.74473312974789,177.92717988847602
labeled-data,2021-08-11_1_EB006_bellyCam,img23543.png,584.1821768505779,250.82999466029008,516.0316772460938,244.54025735490956,465.1765653683059,258.04140176408924,539.9285994566137,180.63584774832248,246.33698101771984,327.98932818638167,318.31466424664484,128.97284106479958,123.18512600759982,184.72912005649886,75.52861014286844,178.1344247615229
labeled-data,2021-08-11_1_EB006_bellyCam,img24303.png,583.3870320138058,254.4169532484563,521.1812744140625,254.96355233955222,476.87693444754916,254.62700482143083,557.9747314453125,178.73820370535373,262.4952697753906,326.7799072265625,341.4218687464952,129.99142501917675,136.03470532365156,184.19786071777344,88.93850666001333,179.86300609104188
