scorer,,,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000
bodyparts,,,nose,nose,nose,neck,neck,neck,leftforepaw,leftforepaw,leftforepaw,rightforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,baseoftail,tail,tail,tail
coords,,,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data,2021-08-11_1_EB006_bellyCam,img14435.png,578.100830078125,245.9959259033203,0.9999984502792358,524.2073974609375,241.55767822265625,0.9999477863311768,470.431884765625,264.18121337890625,0.9908435344696045,550.9146728515625,158.78936767578125,0.9999957084655762,272.2690124511719,353.6408996582031,0.9999649524688721,348.8294372558594,126.67445373535156,0.9992222785949707,127.09032440185547,220.6987762451172,0.9999701976776123,461.20196533203125,266.0384521484375,0.00023239415895659477
labeled-data,2021-08-11_1_EB006_bellyCam,img27473.png,578.2353515625,245.50091552734375,0.9999911785125732,515.8125610351562,254.67962646484375,0.999927282333374,497.5906066894531,238.96218872070312,0.011717218905687332,497.08233642578125,239.1977996826172,0.9998180270195007,291.6916198730469,321.93609619140625,0.9999878406524658,370.6490478515625,124.49241638183594,0.9999738931655884,152.94381713867188,187.16822814941406,0.2545124292373657,153.81585693359375,184.78819274902344,0.0003847310726996511
labeled-data,2021-08-11_1_EB006_bellyCam,img14143.png,578.4899291992188,245.80197143554688,0.9999978542327881,525.2666625976562,241.89532470703125,0.9999644756317139,470.2856750488281,264.44580078125,0.9955718517303467,551.3186645507812,159.27235412597656,0.9999942779541016,274.9930114746094,353.52032470703125,0.9999687671661377,350.3647155761719,127.79258728027344,0.9991891980171204,129.69577026367188,219.95574951171875,0.9999140501022339,462.0524597167969,265.8478088378906,0.00023356436577159911
labeled-data,2021-08-11_1_EB006_bellyCam,img12708.png,577.1829833984375,245.79959106445312,0.9999988079071045,525.140869140625,242.4258270263672,0.9998847246170044,477.5801086425781,265.19793701171875,0.9975123405456543,551.0261840820312,166.76278686523438,0.9999985694885254,289.1408996582031,352.1646728515625,0.9998941421508789,359.8602294921875,127.29393768310547,0.7659448385238647,142.99497985839844,212.60525512695312,0.9998302459716797,465.8739929199219,265.7549743652344,0.00032808780088089406
labeled-data,2021-08-11_1_EB006_bellyCam,img23543.png,577.2142944335938,245.85293579101562,0.9999995231628418,516.0316772460938,243.5448455810547,0.9998674392700195,467.1673889160156,257.0459899902344,0.9952474236488342,540.9240112304688,177.6496124267578,0.9999990463256836,248.3278045654297,325.9985046386719,0.999974250793457,312.3421936035156,126.98201751708984,0.9998189806938171,120.19889068603516,182.73829650878906,0.5606119632720947,573.2344970703125,250.7994842529297,0.00043580212513916194
labeled-data,2021-08-11_1_EB006_bellyCam,img21244.png,578.2044067382812,246.0016632080078,0.9999994039535522,519.7042846679688,243.93923950195312,0.9998440742492676,474.3355407714844,257.5527648925781,0.9957417249679565,534.4404907226562,177.9547882080078,0.9999994039535522,260.7649230957031,325.8538818359375,0.9999908208847046,325.3592529296875,125.77325439453125,0.99997878074646,128.27163696289062,181.48277282714844,0.9924089908599854,573.721923828125,250.408447265625,0.0004389953101053834
labeled-data,2021-08-11_1_EB006_bellyCam,img06194.png,578.255126953125,246.178955078125,0.9999983310699463,534.4899291992188,245.65760803222656,0.9999847412109375,520.2708740234375,287.77056884765625,0.9999957084655762,543.5243530273438,196.28099060058594,0.9999982118606567,303.75537109375,327.8853454589844,0.999879002571106,297.6194152832031,127.08521270751953,0.9999890327453613,298.60540771484375,326.66680908203125,0.0002118178817909211,573.8790283203125,251.3249053955078,0.000153690722072497
labeled-data,2021-08-11_1_EB006_bellyCam,img16362.png,577.9300537109375,245.1387939453125,0.9999988079071045,523.0982055664062,242.70355224609375,0.9999836683273315,465.963134765625,264.8409118652344,0.9984006285667419,549.591796875,158.2266845703125,0.9999960660934448,262.8437194824219,353.3045959472656,0.9999798536300659,338.72808837890625,127.75521850585938,0.9994768500328064,122.85737609863281,219.26075744628906,0.9999126195907593,573.2496337890625,250.0543975830078,0.00031040445901453495
