scorer,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2021-02-24_102_EB001_bellyCam\img003409.png,79.31572226074397,263.37164991493995,170.84370878440149,264.09234272221283,260.93030969351327,172.56435619855532,139.13322526439418,290.7579765913099,574.4316808572221,219.40938867129344,392.78084556136525,492.6244583538956,472.81399503174407,435.6172308531616,,
labeled-data\2021-02-24_102_EB001_bellyCam\img005202.png,82.27056277056278,253.65295815295815,148.2113959633441,264.80237439328346,179.87497048406146,182.28518018777754,95.43877176214846,290.7089353647795,428.3860553587828,206.2727366428665,420.71003729315436,481.6498847472874,470.6041547197393,406.8087086074099,,
labeled-data\2021-02-24_102_EB001_bellyCam\img005345.png,82.61886209029075,257.7980079083974,155.15723281047963,275.41446936901474,191.42641817057404,175.93327523846995,108.5254230617868,304.42981765709027,401.7876932591218,193.54973669908725,388.31628155394384,474.37685763010427,463.9634395907122,390.4396000824571,,
labeled-data\2021-02-24_102_EB001_bellyCam\img018982.png,83.74819624819628,263.99639249639245,144.3311688311689,269.9069264069264,147.28643578643585,191.5923520923521,113.30086580086584,293.549062049062,330.512987012987,188.63708513708508,351.19985569985573,464.95454545454544,466.45526695526706,417.6702741702741,,
labeled-data\2021-02-24_102_EB001_bellyCam\img020684.png,79.31529581529588,255.1305916305916,154.67460317460325,265.47402597402595,,,150.2417027417028,300.9372294372294,397.00649350649354,213.75685425685424,,,494.53030303030306,382.20707070707067,,
labeled-data\2021-02-24_102_EB001_bellyCam\img028484.png,82.27056277056283,261.0411255411255,135.465367965368,265.47402597402595,136.9430014430015,196.02525252525248,94.09163059163063,302.4148629148629,365.97619047619054,213.75685425685424,383.70779220779224,482.68614718614714,457.58946608946616,419.14790764790763,,
labeled-data\2021-02-24_102_EB001_bellyCam\img031458.png,85.22582972582978,258.08585858585855,129.5548340548341,266.9516594516594,120.68903318903324,197.502886002886,89.65873015873018,296.50432900432895,314.25901875901883,207.84632034632034,395.52886002886004,467.9098124098124,476.79870129870136,392.550505050505,,
labeled-data\2021-02-24_102_EB001_bellyCam\img034988.png,83.74819624819628,258.08585858585855,126.59956709956714,261.0411255411255,179.79437229437235,182.72655122655118,104.43506493506499,305.37012987012986,363.02092352092353,216.7121212121212,355.6327561327561,476.77561327561324,454.63419913419915,438.35714285714283,,
labeled-data\2021-02-24_102_EB001_bellyCam\img036637.png,83.74819624819628,258.08585858585855,157.6298701298702,265.47402597402595,271.4076479076479,184.20418470418468,135.465367965368,306.8477633477633,358.58802308802314,198.98051948051943,512.2619047619048,419.14790764790763,504.87373737373747,367.43073593073586,,
labeled-data\2021-02-24_102_EB001_bellyCam\img040208.png,83.74819624819628,258.08585858585855,132.51010101010104,263.99639249639245,122.16666666666674,203.4134199134199,95.56926406926414,289.1161616161616,334.94588744588754,188.63708513708508,411.78282828282835,464.95454545454544,475.32106782106786,386.63997113997107,,
labeled-data\2021-02-24_102_EB001_bellyCam\img047015.png,79.31529581529588,262.518759018759,129.5548340548341,266.9516594516594,147.28643578643585,200.45815295815294,95.56926406926414,296.50432900432895,386.66305916305924,210.8015873015873,389.61832611832614,482.68614718614714,467.93290043290045,411.7597402597402,,
labeled-data\2021-02-24_102_EB001_bellyCam\img052331.png,85.22582972582978,256.6082251082251,142.8535353535354,275.8174603174603,136.9430014430015,194.54761904761904,92.61399711399719,296.50432900432895,377.79725829725834,237.39898989898984,,,433.94733044733044,466.4321789321789,,
labeled-data\2021-02-24_102_EB001_bellyCam\img060246.png,79.31529581529588,262.518759018759,136.9430014430015,263.99639249639245,105.91269841269849,198.98051948051943,98.52453102453109,300.9372294372294,357.11038961038963,190.11471861471858,399.96176046176055,453.1334776334776,484.18686868686876,391.0728715728716,,
labeled-data\2021-02-24_102_EB001_bellyCam\img064543.png,83.74819624819628,255.1305916305916,129.5548340548341,263.99639249639245,132.51010101010104,198.98051948051943,95.56926406926414,281.7279942279942,360.06565656565664,201.93578643578638,389.61832611832614,494.507215007215,475.32106782106786,416.1926406926407,,
labeled-data\2021-02-24_102_EB001_bellyCam\img071834.png,80.79292929292933,256.6082251082251,129.5548340548341,263.99639249639245,120.68903318903324,193.06998556998553,89.65873015873018,281.7279942279942,364.49855699855704,201.93578643578638,383.70779220779224,493.0295815295815,470.88816738816746,416.1926406926407,,
labeled-data\2021-02-24_102_EB001_bellyCam\img074545.png,82.27056277056283,250.69769119769114,128.07720057720064,262.518759018759,132.51010101010104,203.41341991341983,95.56926406926414,283.20562770562765,324.6024531024531,232.96608946608944,,,430.99206349206355,453.1334776334776,,
labeled-data\2021-02-24_102_EB001_bellyCam\img078488.png,82.27056277056283,252.17532467532465,141.37590187590195,262.518759018759,141.37590187590195,201.93578643578638,100.00216450216453,274.3398268398268,342.3340548340548,252.17532467532465,,,442.81313131313135,451.65584415584414,,
