scorer,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2021-03-09_102_CB007_bellyCam\img00280.png,78.5390706340072,257.7865910460847,143.06863389774776,252.1753246753247,107.9982190804975,205.88237711655432,110.80385226587748,288.64855608526494,295.9756425009589,125.92183133322374,325.4347909474491,370.0119184612855,471.32771658721015,246.56405830456464,576.5389610389609,243.7584251191846
labeled-data\2021-03-09_102_CB007_bellyCam\img02559.png,82.74752041207728,257.7865910460847,155.69398323195787,254.98095786070468,117.81793522932753,194.65984437503425,199.18129760534816,292.85700586333496,441.86856814071996,110.49084881363365,,,486.75869910680024,259.18940763877475,,
labeled-data\2021-03-09_102_CB007_bellyCam\img04412.png,81.34470381938729,257.7865910460847,152.88835004657778,253.5781412680147,129.04046797084766,200.27111074579432,120.6235684147075,283.0372897145049,418.0206860649897,146.9640802235739,343.67140665241914,386.8457175735657,488.1615156994902,294.259822456025,582.150227409721,309.6908049756151
labeled-data\2021-03-09_102_CB007_bellyCam\img05912.png,79.9418872266973,250.77250808263466,140.26300071236767,260.59222423146474,102.38695270973744,236.74434215573456,95.37286974628739,281.6344731218149,332.4488739108991,134.33873088936383,311.406625020549,384.0400843881856,467.1192668091401,291.454189270645,584.955860595101,290.051372677955
labeled-data\2021-03-09_102_CB007_bellyCam\img06466.png,79.9418872266973,250.77250808263466,140.26300071236767,260.59222423146474,102.38695270973744,236.74434215573456,95.37286974628739,281.6344731218149,332.4488739108991,134.33873088936383,311.406625020549,384.0400843881856,467.1192668091401,291.454189270645,584.955860595101,290.051372677955
labeled-data\2021-03-09_102_CB007_bellyCam\img07817.png,79.9418872266973,256.3837744533947,159.90243301002783,252.1753246753247,131.84610115622763,305.4823551975451,,,426.43758562112976,118.90774836977369,476.9389829579702,360.1922023124555,492.3699654775603,231.13307578497455,586.3586771877909,201.6739273384843
labeled-data\2021-03-09_102_CB007_bellyCam\img08125.png,79.9418872266973,257.7865910460847,158.49961641733785,259.18940763877475,120.6235684147075,215.7020932653844,131.84610115622763,311.09362156830514,363.3108389500793,132.9359142966738,304.3925420570989,409.29078305660585,455.89673406762006,302.67672201216504,556.8995287413007,320.91333771713516
labeled-data\2021-03-09_102_CB007_bellyCam\img08342.png,82.74752041207728,256.3837744533947,158.49961641733785,256.3837744533947,144.47145049043775,190.45139459696424,189.36158145651802,302.67672201216504,440.46575154802986,142.75563044550387,392.7699873965696,403.6795166858458,485.35588251411025,276.02320675105483,594.7755767439311,283.0372897145049
labeled-data\2021-03-09_102_CB007_bellyCam\img10142.png,78.5390706340072,257.7865910460847,169.72214915885797,260.59222423146474,267.9193106471587,189.04857800427425,106.5954024878074,301.27390541947506,338.0601402816592,151.17253000164396,499.38404844101035,378.4288180174256,476.9389829579702,257.7865910460847,584.955860595101,259.18940763877475
labeled-data\2021-03-09_102_CB007_bellyCam\img10155.png,81.34470381938729,256.3837744533947,141.66581730505766,253.5781412680147,244.07142857142844,176.42322867006413,93.9700531535974,298.468272234095,342.26859005972915,138.54718066743385,481.1474327360402,370.0119184612855,489.5643322921802,239.5499753411146,583.553044002411,214.29927667269442
labeled-data\2021-03-09_102_CB007_bellyCam\img10732.png,77.13625404131722,256.3837744533947,151.4855334538878,263.3978574168448,127.63765137815756,210.0908268946244,130.44328456353765,302.67672201216504,339.4629568743492,169.40914570661408,284.75310975943876,409.29078305660585,446.0770179187899,336.3443202367253,555.4967121486108,348.96966957093537
labeled-data\2021-03-09_102_CB007_bellyCam\img15052.png,81.34470381938729,256.3837744533947,155.69398323195787,259.18940763877475,144.47145049043775,205.88237711655432,144.47145049043775,304.0795386048551,360.5052057646992,162.3950627431641,304.3925420570989,407.88796646391586,471.32771658721015,332.1358704586553,587.7614937804809,346.1640363855554
labeled-data\2021-03-09_102_CB007_bellyCam\img15711.png,81.34470381938729,256.3837744533947,155.69398323195787,259.18940763877475,144.47145049043775,205.88237711655432,144.47145049043775,304.0795386048551,360.5052057646992,162.3950627431641,304.3925420570989,407.88796646391586,471.32771658721015,332.1358704586553,587.7614937804809,346.1640363855554
labeled-data\2021-03-09_102_CB007_bellyCam\img20103.png,77.13625404131722,260.59222423146474,143.06863389774776,259.18940763877475,106.5954024878074,219.91054304345448,105.19258589511742,299.871088826785,321.226341169379,110.49084881363365,315.61507479861893,396.66543372239573,469.92489999452016,263.3978574168448,587.7614937804809,264.80067400953476
labeled-data\2021-03-09_102_CB007_bellyCam\img21818.png,,,78.5390706340072,259.18940763877475,,,,,165.5136993807879,155.38097977971398,138.86018411967768,353.17811934900544,380.1446380623595,260.59222423146474,496.57841525563026,285.8429228998849
labeled-data\2021-03-09_102_CB007_bellyCam\img22114.png,82.74752041207728,259.18940763877475,107.9982190804975,252.1753246753247,,,,,182.34749849306797,151.17253000164396,155.69398323195787,354.58093594169543,399.78407036001965,264.80067400953476,510.60658118253036,281.6344731218149
