scorer,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2021-06-21_102_EB004_bellyCam\img00990.png,,,526.3993957476052,282.3659947759204,541.7930915393962,355.527113048715,546.6222608813887,228.73411186887603,303.83251953125,365.8001403808594,296.68215834520254,157.55891364525752,163.03379821777344,254.59458923339844,60.78317377300641,273.974190736171
labeled-data\2021-06-21_102_EB004_bellyCam\img04195.png,,,530.63136309481,261.13432096286607,547.4642333984375,353.48187255859375,572.083740234375,217.46609497070312,294.747314453125,358.3853759765625,354.29180908203125,124.76509857177734,209.6214141845703,242.74586486816406,109.06567892693022,270.7122976677379
labeled-data\2021-06-21_102_EB004_bellyCam\img06708.png,,,532.5013693360553,272.53967139165536,554.4670262961487,365.9000351568386,559.5230102539062,214.3699493408203,330.8768005371094,362.31805419921875,356.2394104003906,132.06520080566406,206.89297485351562,244.35874938964844,111.72583409830463,258.755618268741
labeled-data\2021-06-21_102_EB004_bellyCam\img10439.png,568.5004354938167,241.5804599325287,531.7872924804688,232.70069885253906,565.1160278320312,308.4045104980469,547.7174682617188,190.88616943359375,362.8814697265625,366.00091552734375,325.1689603915181,127.35818409536944,210.45059204101562,238.74200439453125,108.57476487400902,256.84596815458866
labeled-data\2021-06-21_102_EB004_bellyCam\img18164.png,,,508.79824757193194,278.92391821782724,510.8920345612635,356.99127302954207,553.00831621981,254.3790728382832,282.2217712402344,369.88079833984375,282.25968915128374,146.64407294701533,153.93356323242188,243.1938934326172,61.683001914842976,246.735020521445
labeled-data\2021-06-21_102_EB004_bellyCam\img18284.png,560.3482996359337,301.0768928132754,508.6501457652913,268.30476377220555,511.58856776438836,353.0750748383861,554.753173828125,247.65303003596597,282.1103820800781,369.45599365234375,282.2683410644531,149.53832917927036,155.63368225097656,243.14988708496094,65.12846664319181,247.92409199694748
labeled-data\2021-06-21_102_EB004_bellyCam\img24327.png,568.81254631568,243.2393472079832,530.4831654209328,257.09875486107273,554.2610473632812,331.7337646484375,556.0355217418538,205.226729627596,370.6566162109375,347.5072326660156,325.170654296875,163.16078186035156,194.75250244140625,252.8388214111328,95.95962281430673,258.6381092990246
labeled-data\2021-06-21_102_EB004_bellyCam\img27039.png,569.3546225055354,239.11289266845193,531.358642578125,244.24269104003906,577.7097279209327,319.35189637391034,546.359130859375,185.74203491210938,366.5893859863281,347.4900817871094,340.9344022860495,180.40341132592164,194.50367736816406,256.6471252441406,97.04604859555661,265.0306561873628
labeled-data\2021-06-21_102_EB004_bellyCam\img33399.png,563.2303488369387,237.9085966393787,,,,,,,,,,,163.2747960715393,214.8203545011777,67.68767063020266,230.29452496671342
labeled-data\2021-06-21_102_EB004_bellyCam\img37253.png,566.5416855735514,238.9510772661598,521.0287622780701,259.5383419212664,547.0703125,331.82403564453125,546.1024169921875,204.13352966308594,382.6183166503906,355.84259033203125,385.04937744140625,193.2743682861328,211.01747131347656,258.6866149902344,103.3021729211298,268.30703912948513
labeled-data\2021-06-21_102_EB004_bellyCam\img37489.png,568.7001174006163,242.50993005603203,519.7642804288532,260.435318690508,548.426025390625,333.40679931640625,545.318571214134,210.92984332376733,382.2304382324219,355.4051818847656,384.8360595703125,193.34361267089844,212.02786254882812,262.2829895019531,106.94691923234393,268.50038342546696
labeled-data\2021-06-21_102_EB004_bellyCam\img39428.png,570.3369000621075,237.7763944909412,530.7875786222714,240.3622167084444,581.6922873048053,327.8700988508654,555.3772119851013,183.85546875,399.0965576171875,341.96759033203125,371.2975769042969,136.3956298828125,225.15052795410156,244.2417449951172,113.50691744480218,261.94097900390625
labeled-data\2021-06-21_102_EB004_bellyCam\img40489.png,568.8371596412924,238.3017851159412,527.6301082786883,240.98427176215534,585.7190347036352,321.08656075158973,546.4906005859375,183.2642822265625,388.2839660644531,341.05621337890625,365.4523918590412,143.2481682262288,227.62465359940052,250.1354256861503,125.3040459552551,269.25417908875414
labeled-data\2021-06-21_102_EB004_bellyCam\img59026.png,568.8891124024026,235.51049121557975,532.7744557041358,236.0551034205253,,,567.5338569159077,186.4230183305541,357.4942149414651,351.2325288662944,383.8248273038532,132.17701685237216,214.60403442382812,243.4994354248047,116.26268137732666,280.5111828729338
labeled-data\2021-06-21_102_EB004_bellyCam\img66652.png,564.2147694335348,237.93136275265994,529.3148760565915,252.998078269693,569.7088623046875,330.6534729003906,544.2701020519585,201.7624828115582,310.2438264606725,342.0843337309499,351.40219979111384,122.80835068800053,202.77802273057728,232.89847302942434,92.18808095608938,242.39319445219508
labeled-data\2021-06-21_102_EB004_bellyCam\img67609.png,563.7641138405701,238.64197638070226,530.1117514161333,243.7231306888886,574.7468556108275,329.0930014204813,570.48721205614,195.89292674012637,383.2440239478153,349.3473205566406,347.77220926823577,117.97343570663867,220.3148846855961,254.8183173738223,110.18956514988031,271.96226986846347
