scorer,,,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,,,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2022-01-25_102_EB011_bellyCam,img02266.png,570.4418334960938,274.31951904296875,545.793212890625,272.2374267578125,572.2148278684563,302.43360838603445,,,202.3137664794922,411.76007080078125,283.08001708984375,168.86102294921875,128.88137817382812,338.4067687988281,57.68563709130575,364.13166037231605
labeled-data,2022-01-25_102_EB011_bellyCam,img02319.png,568.5665893554688,276.4002990722656,531.8790283203125,273.8069152832031,449.9870503549804,326.200597136963,359.49002934204105,190.49454067333966,243.51233326782028,427.6995413383799,248.397216796875,186.69105529785156,132.45265197753906,336.91802978515625,61.07079341528197,344.9540037768566
labeled-data,2022-01-25_102_EB011_bellyCam,img09760.png,566.4219360351562,278.61395263671875,510.92657470703125,276.30218505859375,495.035334201416,280.595050229736,361.1547133481432,186.0758137312003,219.19007073022198,396.7056872233896,71.92108879662823,199.9814249287108,104.32036590576172,350.3714904785156,,
labeled-data,2022-01-25_102_EB011_bellyCam,img10180.png,567.4558715820312,276.0256042480469,542.936279296875,276.6124267578125,535.8215451711428,343.26179335498045,412.4564208984375,253.11279296875,163.20132714355316,398.2030861247561,70.94488525390625,203.17019653320312,115.21844482421875,311.5931396484375,61.99794309277269,315.96614712524325
labeled-data,2022-01-25_102_EB011_bellyCam,img10770.png,567.5899658203125,276.7333984375,534.2398071289062,279.8932800292969,546.5335693359375,318.9526672363281,348.74180334961085,188.4733683752442,231.33444213867188,430.7384033203125,188.48562622070312,181.05783081054688,130.9359893798828,361.11761474609375,78.19802856445312,371.1532287597656
labeled-data,2022-01-25_102_EB011_bellyCam,img10899.png,569.2843238015137,276.9646386008301,534.9757080078125,272.91815185546875,508.5664367675781,351.5360107421875,380.47639043285955,173.35025149731354,170.41639709472656,432.8033752441406,158.46791076660156,185.55877685546875,124.88101959228516,346.059814453125,69.41452026367188,355.22601318359375
labeled-data,2022-01-25_102_EB011_bellyCam,img12144.png,569.4622802734375,277.5886535644531,519.9728393554688,275.4471740722656,492.04986234472665,306.4223107199707,384.8874062709943,173.1161256757802,165.3023681640625,418.9111633300781,159.74986267089844,132.4464111328125,121.1246566772461,354.9345703125,90.55046844482422,397.61578369140625
labeled-data,2022-01-25_102_EB011_bellyCam,img12246.png,567.328369140625,274.2135009765625,538.8953247070312,270.8003845214844,552.0214233398438,303.4385986328125,364.44569638501133,181.40759111352543,199.489013671875,416.8797302246094,204.86878967285156,174.71804809570312,120.27274322509766,334.21246337890625,64.24557116650305,348.95139967797985
labeled-data,2022-01-25_102_EB011_bellyCam,img16484.png,567.3839721679688,275.9324035644531,499.6745300292969,270.8307800292969,567.8724975585938,323.6581115722656,453.15453885791277,172.45521894824242,120.0738525390625,427.3082580566406,179.58596801757812,151.82589721679688,130.68019104003906,336.703369140625,70.21138000488281,351.41021728515625
labeled-data,2022-01-25_102_EB011_bellyCam,img17106.png,565.9301147460938,273.4094543457031,532.999267578125,274.7888488769531,548.3439331054688,305.3058166503906,363.9317804895001,182.4511257209465,169.43443298339844,406.122802734375,176.90814208984375,162.79257202148438,124.81570434570312,339.7005310058594,67.08744780053644,354.5838799206557
labeled-data,2022-01-25_102_EB011_bellyCam,img18130.png,568.2338256835938,274.6968994140625,508.8975830078125,261.14630126953125,545.2327880859375,304.21270751953125,489.03791817797867,213.40196752148472,173.2224578857422,426.24639892578125,161.59527587890625,137.4139404296875,112.29131317138672,334.2240905761719,56.45434966406191,343.8799631816421
labeled-data,2022-01-25_102_EB011_bellyCam,img19461.png,569.9475708007812,276.3622131347656,521.2191772460938,270.88385009765625,494.14783865161047,314.0574935734867,383.3928994350568,176.76266267016513,233.13470686376712,400.5574209189462,209.8074951171875,162.1512451171875,122.77747344970703,347.7312927246094,68.02742639306547,364.33046369897613
labeled-data,2022-01-25_102_EB011_bellyCam,img19567.png,567.918701171875,274.2297058105469,523.430908203125,278.4446716308594,540.6016998581545,290.8972421022946,434.46490478515625,199.94107055664062,248.46005249023438,432.2552490234375,222.7315673828125,164.0982666015625,144.7662353515625,380.9190368652344,94.76234436035156,410.8961181640625
labeled-data,2022-01-25_102_EB011_bellyCam,img21143.png,568.5318603515625,279.2565612792969,536.1170654296875,274.27490234375,561.4829711914062,318.231689453125,395.8638334174829,192.48228221777208,237.8030242919922,425.1982727050781,254.5072479248047,165.2998046875,135.1263885498047,339.47076416015625,66.57837799609092,353.8440863906265
labeled-data,2022-01-25_102_EB011_bellyCam,img21175.png,567.7664184570312,276.44720458984375,513.7235741926283,279.604575614991,560.9109497070312,296.65106201171875,439.6776123046875,205.13375854492188,188.6085662841797,422.585693359375,239.2960205078125,148.5598907470703,136.6363067626953,345.4983215332031,73.20836278564224,365.7631350205091
labeled-data,2022-01-25_102_EB011_bellyCam,img21239.png,566.5157470703125,275.52874755859375,507.5951843261719,274.1927795410156,529.6142578125,335.8010559082031,464.7604675292969,221.4444122314453,117.34739164233014,440.02400760693456,89.7769498183581,154.51769288549872,129.26498413085938,346.4070739746094,67.40704069311289,364.97053242334096
