scorer,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000,DLC_resnet50_BellyCam ModelJun24shuffle1_100000
bodyparts,nose,nose,nose,neck,neck,neck,leftforepaw,leftforepaw,leftforepaw,rightforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,baseoftail,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\2022-01-25_102_EB011_bellyCam\img24048.png,567.1025390625,282.05328369140625,0.9991104006767273,508.8213806152344,294.7740478515625,0.9802927374839783,565.80908203125,308.5212097167969,0.15714150667190552,91.74653625488281,353.8529968261719,0.009440489113330841,186.0709991455078,403.2875061035156,0.9991672039031982,298.9707336425781,164.128662109375,0.9966892600059509,146.8634796142578,337.9158020019531,0.9631284475326538,85.96788787841797,352.45831298828125,0.8550735712051392
labeled-data\2022-01-25_102_EB011_bellyCam\img21239.png,566.5157470703125,275.52874755859375,0.9995303153991699,507.5951843261719,274.1927795410156,0.9419708847999573,529.6142578125,335.8010559082031,0.9996073842048645,464.7604675292969,221.4444122314453,0.2650262415409088,526.929931640625,339.6289978027344,0.005203109700232744,223.636962890625,82.49518585205078,0.1169949620962143,129.26498413085938,346.4070739746094,0.9896166324615479,308.2095642089844,244.2055206298828,0.1066170185804367
labeled-data\2022-01-25_102_EB011_bellyCam\img12144.png,569.4622802734375,277.5886535644531,0.9947797060012817,519.9728393554688,275.4471740722656,0.7165644764900208,489.1398620605469,307.1498107910156,0.22997629642486572,569.6724243164062,283.6961364746094,0.005248121451586485,165.3023681640625,418.9111633300781,0.9972042441368103,159.74986267089844,132.4464111328125,0.998722493648529,121.1246566772461,354.9345703125,0.9870688915252686,90.55046844482422,397.61578369140625,0.05319106578826904
labeled-data\2022-01-25_102_EB011_bellyCam\img10770.png,567.5899658203125,276.7333984375,0.9997697472572327,534.2398071289062,279.8932800292969,0.9543656706809998,546.5335693359375,318.9526672363281,0.9973167777061462,188.69178771972656,177.5608673095703,0.006990744732320309,231.33444213867188,430.7384033203125,0.9990330934524536,188.48562622070312,181.05783081054688,0.9905363917350769,130.9359893798828,361.11761474609375,0.9985027313232422,78.19802856445312,371.1532287597656,0.12888841331005096
labeled-data\2022-01-25_102_EB011_bellyCam\img09760.png,566.4219360351562,278.61395263671875,0.9996330738067627,510.92657470703125,276.30218505859375,0.7971956133842468,510.3128356933594,316.2425537109375,0.05573733523488045,496.4697265625,278.46832275390625,0.38356947898864746,494.91259765625,297.0381774902344,0.003745401045307517,347.64361572265625,208.71142578125,0.05644964799284935,104.32036590576172,350.3714904785156,0.7931250929832458,356.8785705566406,199.0487518310547,0.1334981471300125
labeled-data\2022-01-25_102_EB011_bellyCam\img10180.png,567.4558715820312,276.0256042480469,0.9991346001625061,542.936279296875,276.6124267578125,0.5429221987724304,513.26904296875,341.8067932128906,0.19958734512329102,412.4564208984375,253.11279296875,0.6689539551734924,323.2513427734375,371.28558349609375,0.008167095482349396,70.94488525390625,203.17019653320312,0.2296299934387207,115.21844482421875,311.5931396484375,0.9726229906082153,143.4779510498047,406.9036560058594,0.07682037353515625
labeled-data\2022-01-25_102_EB011_bellyCam\img10899.png,568.5568237304688,277.692138671875,0.999213695526123,534.9757080078125,272.91815185546875,0.8037967085838318,508.5664367675781,351.5360107421875,0.5775448679924011,567.4439086914062,273.01776123046875,0.007629235275089741,170.41639709472656,432.8033752441406,0.9932063817977905,158.46791076660156,185.55877685546875,0.986335277557373,124.88101959228516,346.059814453125,0.9942848086357117,69.41452026367188,355.22601318359375,0.10686839371919632
labeled-data\2022-01-25_102_EB011_bellyCam\img16484.png,567.3839721679688,275.9324035644531,0.999632716178894,499.6745300292969,270.8307800292969,0.9717202186584473,567.8724975585938,323.6581115722656,0.9994845390319824,175.24951171875,149.1752166748047,0.0069032167084515095,120.0738525390625,427.3082580566406,0.9718043208122253,179.58596801757812,151.82589721679688,0.9971035122871399,130.68019104003906,336.703369140625,0.9984708428382874,70.21138000488281,351.41021728515625,0.27723222970962524
