scorer,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2021-06-18_103_EB005_bellyCam\img012672.png,568.3116455078125,228.8604278564453,500.2848815917969,234.02732849121094,,,475.1004638671875,143.68006896972656,,,,,,,,
labeled-data\2021-06-18_103_EB005_bellyCam\img019649.png,569.3880615234375,232.78781127929688,505.8835144042969,231.75759887695312,461.96372824046,262.90649378108316,516.1461468839314,159.87774532363477,331.65850830078125,345.5977478027344,277.98968505859375,101.0963363647461,178.1388397216797,275.0534973144531,101.17172241210938,302.8038024902344
labeled-data\2021-06-18_103_EB005_bellyCam\img020562.png,570.8634033203125,235.6913604736328,524.2367553710938,235.698486328125,553.7747802734375,276.5932922363281,558.6734435991676,188.32502638719473,,,,,,,,
labeled-data\2021-06-18_103_EB005_bellyCam\img023134.png,567.5714111328125,230.23208618164062,507.947998046875,227.1389617919922,,,,,,,,,,,,
labeled-data\2021-06-18_103_EB005_bellyCam\img029684.png,567.5037841796875,226.715087890625,521.575927734375,222.94284057617188,551.8997795543538,267.98106258437696,535.7524288440248,176.74493282363477,,,,,,,,
labeled-data\2021-06-18_103_EB005_bellyCam\img031689.png,570.0641479492188,231.80682373046875,531.8362426757812,230.3582305908203,570.40185546875,296.1846762251688,555.8201742720438,177.95797567698355,335.6751403808595,334.5460948242777,,,,,,
labeled-data\2021-06-18_103_EB005_bellyCam\img032211.png,567.5297241210938,230.41432189941406,512.1295776367188,224.19515991210938,,,,,,,,,,,,
labeled-data\2021-06-18_103_EB005_bellyCam\img039918.png,570.3440551757812,237.22616577148438,522.7608032226562,230.4385528564453,540.87109375,285.8804931640625,537.5281372070312,168.62229919433594,383.35498046875,299.8106994628906,,,198.60971069335938,208.17137145996094,110.21101379394531,206.75869750976562
labeled-data\2021-06-18_103_EB005_bellyCam\img046026.png,571.7852783203125,239.9523162841797,524.3250732421875,231.998779296875,539.3394165039062,306.6264343261719,542.3412475585938,169.8354949951172,378.4964294433594,303.12567138671875,,,222.49790954589844,164.1135711669922,123.75704956054688,171.90762329101562
labeled-data\2021-06-18_103_EB005_bellyCam\img061062.png,568.494384765625,231.4534149169922,513.7044677734375,227.35243225097656,540.8500366210938,289.0928649902344,519.7652587890625,144.86245727539062,337.18878173828125,327.0944519042969,,,213.6449432373047,174.9228515625,111.47144317626953,175.44725036621094
labeled-data\2021-06-18_103_EB005_bellyCam\img069446.png,570.9469604492188,232.29249572753906,530.7039184570312,224.7522735595703,554.9098510742188,273.3589782714844,550.3508911132812,172.1365509033203,385.5372314453125,297.7677307128906,,,231.78700256347656,146.05299377441406,141.69131469726562,116.79737854003906
labeled-data\2021-06-18_103_EB005_bellyCam\img085420.png,569.229736328125,231.09466552734375,515.783203125,219.35069274902344,472.6828918457031,271.2998352050781,550.6437377929688,158.27952575683594,372.53764111733483,320.96479204119225,,,209.130126953125,238.75682067871094,123.7776107788086,254.8733367919922
labeled-data\2021-06-18_103_EB005_bellyCam\img106927.png,574.5272216796875,233.4146728515625,532.4805297851562,231.7022705078125,554.1476440429688,305.4415283203125,566.7321166992188,176.24090576171875,397.61993408203125,333.9237976074219,,,,,,
labeled-data\2021-06-18_103_EB005_bellyCam\img108951.png,569.8800659179688,229.7139892578125,514.6467895507812,221.1815643310547,,,550.8077195047503,190.27859191459737,422.8757137256986,270.1854912329716,,,,,,
labeled-data\2021-06-18_103_EB005_bellyCam\img113370.png,569.4570922851562,234.50967407226562,524.7173461914062,230.0361785888672,536.9721069335938,316.6363220214844,527.371337890625,136.05551147460938,412.6469421386719,343.75311279296875,,,,,,
labeled-data\2021-06-18_103_EB005_bellyCam\img119115.png,572.1920166015625,234.29437255859375,511.7490234375,235.6451873779297,548.0580444335938,280.52490234375,484.5633236150676,122.52704602384233,357.9669494628906,313.388916015625,,,,,,
labeled-data\2021-06-18_103_EB005_bellyCam\img120716.png,575.91650390625,238.08924865722656,516.1923217773438,238.16615295410156,534.7152437143923,288.4884639959269,499.63869018989476,156.73620695354214,245.5878141730235,324.84890818978687,,,,,,
labeled-data\2021-06-18_103_EB005_bellyCam\img122618.png,571.58984375,233.25318908691406,514.2863159179688,227.6236572265625,550.457275390625,275.70440673828125,519.5536499023438,144.08897399902344,432.46453857421875,358.81549072265625,,,,,,
labeled-data\2021-06-18_103_EB005_bellyCam\img125481.png,575.0266723632812,236.56048583984375,527.3208618164062,233.76632690429688,560.4178466796875,277.5753173828125,492.20819019888506,122.90711158226918,423.8035583496094,328.8631286621094,,,,,,
labeled-data\2021-06-18_103_EB005_bellyCam\img129127.png,571.440673828125,232.7241668701172,526.3848876953125,228.5999755859375,559.233154296875,313.3460388183594,510.28019696378385,118.90902656029658,381.28546142578125,333.9461364746094,,,,,,
