scorer,,,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,,,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2022-07-11_101_EB018_bellyCam,img02321.png,,,,,,,,,,,,,,,,
labeled-data,2022-07-11_101_EB018_bellyCam,img03244.png,,,,,,,,,,,,,,,,
labeled-data,2022-07-11_101_EB018_bellyCam,img03647.png,,,,,,,,,,,,,,,,
labeled-data,2022-07-11_101_EB018_bellyCam,img03741.png,,,,,,,,,,,,,,,,
labeled-data,2022-07-11_101_EB018_bellyCam,img04986.png,,,,,,,,,,,,,,,,
labeled-data,2022-07-11_101_EB018_bellyCam,img05169.png,,,,,,,,,,,,,,,,
labeled-data,2022-07-11_101_EB018_bellyCam,img05327.png,,,,,,,,,,,,,,,,
labeled-data,2022-07-11_101_EB018_bellyCam,img06467.png,,,,,,,,,,,,,,,,
labeled-data,2022-07-11_101_EB018_bellyCam,img07904.png,,,,,,,,,,,,,,,,
labeled-data,2022-07-11_101_EB018_bellyCam,img08126.png,,,,,,,,,,,,,,,,
labeled-data,2022-07-11_101_EB018_bellyCam,img09023.png,,,,,,,,,,,,,,,,
labeled-data,2022-07-11_101_EB018_bellyCam,img09302.png,,,,,,,,,,,,,,,,
labeled-data,2022-07-11_101_EB018_bellyCam,img09860.png,549.9485506460952,259.9024070366139,508.8191368175375,265.83032300475963,529.789921994991,339.4212926646137,380.06717452688474,199.85410338088155,114.87390554100142,391.5461507033318,113.28480574843215,169.5747354670533,,,,
labeled-data,2022-07-11_101_EB018_bellyCam,img10988.png,548.91743002302,275.8478860490958,509.5734439704196,267.86236572265625,393.46199502580805,359.7862854003906,537.0184326171875,209.1938548270146,261.5033390891525,394.7304630803138,139.9834398779456,126.23193759623041,98.70497289761863,260.2574617982291,,
labeled-data,2022-07-11_101_EB018_bellyCam,img11612.png,546.2663599232769,273.96527099609375,506.71605945032115,268.06882897879916,390.71326700767247,366.3526075187983,505.9271078473885,214.88004257115523,,,121.0925223741146,141.37764318679638,,,,
labeled-data,2022-07-11_101_EB018_bellyCam,img12565.png,545.4635806891697,271.48408850166953,505.20047739184537,265.23954431083047,523.7496337890625,338.9933166503906,453.32881756557146,230.52086935407482,254.33923623209387,420.5864372891228,255.06931634160264,102.2932056356102,104.55654173181381,234.61537829104753,,
labeled-data,2022-07-11_101_EB018_bellyCam,img15874.png,542.8606885065603,275.47121133440174,501.641437134482,270.6087777392658,483.30983563197765,356.2979524539598,548.9671020507812,251.20884704589844,317.8451924141964,402.691650390625,160.07732587090925,101.62196174833394,100.98235808687764,261.33890854369537,88.7696304321289,363.6564636230469
labeled-data,2022-07-11_101_EB018_bellyCam,img18111.png,547.138151825471,274.7511889348459,498.4930058049232,271.0498152769264,321.8797916750836,366.0448737645448,501.205810546875,219.85040283203125,294.7979836384202,414.6728396393091,125.3232896310729,142.19650260248324,109.53346794134939,292.2497589445956,,
labeled-data,2022-07-11_101_EB018_bellyCam,img21118.png,542.0642700195312,268.97337683174766,478.96763077215337,270.3954972230736,397.31658935546875,379.2554931640625,497.8324890136719,232.88365173339844,251.8437839362398,408.67826251255354,,,,,,
labeled-data,2022-07-11_101_EB018_bellyCam,img21830.png,541.5563354492188,267.8912658691406,470.01180404922957,271.7646882938035,387.69476318359364,378.9234924316406,490.66586428781034,236.76374691824435,243.80354184011935,411.289468567241,193.72901324497542,84.94358779820607,,,,
