scorer,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2021-06-22_101_EB004_bellyCam\img000540.png,,,,,,,,,,,,,,,,
labeled-data\2021-06-22_101_EB004_bellyCam\img003390.png,565.1031494140625,236.75244140625,509.2554016113281,243.3251190185547,543.7642211914062,331.6806335449219,509.0068359375,185.44578552246094,285.4886779785156,359.13372802734375,231.15899658203125,119.03277587890625,165.54327392578125,248.9186248779297,,
labeled-data\2021-06-22_101_EB004_bellyCam\img015013.png,566.2674560546875,240.841796875,527.3958129882812,243.3475341796875,563.8654174804688,339.8428649902344,566.6477661132812,198.69410705566406,371.43414306640625,374.9148864746094,414.0181884765625,129.09521484375,238.62599182128906,243.7462615966797,123.80665588378906,245.30548095703125
labeled-data\2021-06-22_101_EB004_bellyCam\img016120.png,566.035400390625,240.46316528320312,528.5034790039062,242.99273681640625,565.5287475585938,324.66766357421875,568.0346069335938,198.99191284179688,373.8705749511719,375.8289794921875,416.4205017089844,126.44974517822266,239.30186462402344,247.5657501220703,132.12210083007812,252.173095703125
labeled-data\2021-06-22_101_EB004_bellyCam\img027752.png,,,500.7919616699219,247.29893493652344,465.54278564453125,373.2740478515625,549.7994995117188,243.6728057861328,308.8961181640625,421.5134582519531,225.1193084716797,115.3602294921875,,,,
labeled-data\2021-06-22_101_EB004_bellyCam\img028997.png,,,521.2528686523438,250.069091796875,487.1627502441406,352.4381408691406,560.6890258789062,220.3238525390625,371.6000061035156,388.2140808105469,277.9144592285156,107.99786376953125,185.100830078125,235.8431396484375,98.93023681640625,242.55215454101562
labeled-data\2021-06-22_101_EB004_bellyCam\img036595.png,,,512.2386474609375,234.55650329589844,519.8215626420777,361.85749798917436,556.9221801757812,205.77349853515625,,,,,,,,
labeled-data\2021-06-22_101_EB004_bellyCam\img038354.png,563.4754638671875,236.5602264404297,503.6681823730469,234.2573699951172,512.04833984375,342.06280517578125,,,,,282.9413757324219,114.4229736328125,,,,
labeled-data\2021-06-22_101_EB004_bellyCam\img041237.png,561.1849975585938,243.95175170898438,515.941162109375,261.0091552734375,487.48785400390625,349.5664978027344,547.421875,232.24464416503906,364.45465087890625,387.37646484375,336.0042419433594,127.08854675292969,,,,
labeled-data\2021-06-22_101_EB004_bellyCam\img042460.png,563.1454467773438,239.3004608154297,519.3211669921875,247.1670379638672,530.4864501953125,331.574951171875,556.7764282226562,215.5486297607422,358.81787109375,357.017822265625,328.54803466796875,124.99653625488281,174.1599884033203,244.05361938476562,93.20258331298828,262.9581298828125
labeled-data\2021-06-22_101_EB004_bellyCam\img047401.png,557.3796997070312,244.36465454101562,517.422607421875,246.6454620361328,528.4318237304688,342.8531494140625,542.6056518554688,213.23568725585938,368.58959637349824,363.47927676674385,239.35299682617188,100.13046264648438,189.83851623535156,269.0,107.89382934570312,310.5489501953125
labeled-data\2021-06-22_101_EB004_bellyCam\img052385.png,570.0160522460938,312.8934631347656,515.293212890625,267.58917236328125,516.8223266601562,343.42266845703125,543.900390625,235.27423095703125,328.6488622293008,360.5338576349913,325.05126953125,127.13432312011719,184.44924926757812,227.97401428222656,98.01202392578125,242.7799072265625
labeled-data\2021-06-22_101_EB004_bellyCam\img070489.png,564.178955078125,242.2422637939453,517.3928552999961,270.26852596763115,520.93701171875,322.9009704589844,522.020751953125,228.8720703125,276.087980380025,382.1531820845438,,,,,,
labeled-data\2021-06-22_101_EB004_bellyCam\img071736.png,565.628173828125,238.1241912841797,504.49385016869496,258.5429321202103,537.6784969549112,362.619400204185,506.0023193359375,224.46524047851562,230.22093200683594,390.79412841796875,,,,,,
labeled-data\2021-06-22_101_EB004_bellyCam\img071783.png,562.7963256835938,238.4130096435547,490.92707842684126,247.93446206280913,463.5959777832031,379.1838073730469,487.4752502441406,225.2115478515625,347.0065612792969,381.27593994140625,269.5147705078125,89.14673614501953,176.94627380371094,204.51829528808594,96.86935424804688,207.67474365234375
labeled-data\2021-06-22_101_EB004_bellyCam\img075964.png,562.9481201171875,240.0667266845703,511.8575439453125,240.68943786621094,526.095947265625,331.7104187011719,545.0125732421875,194.3822021484375,342.18243408203125,408.9132080078125,242.49502563476562,115.7527084350586,141.19064331054688,266.4849548339844,68.96729278564453,281.8073425292969
labeled-data\2021-06-22_101_EB004_bellyCam\img080860.png,566.659423828125,237.61508178710938,526.6912841796875,235.4783172607422,556.8709716796875,319.7037048339844,546.7236938476562,167.14175415039062,411.2272364035117,359.9414823641744,382.29168701171875,139.13890075683594,224.96246337890625,272.0536804199219,116.6807861328125,279.529541015625
labeled-data\2021-06-22_101_EB004_bellyCam\img083073.png,566.4577026367188,238.03475952148438,524.7259521484375,237.81227111816406,559.3741307883362,305.86761438655185,536.6843872070312,181.646728515625,394.1878967285156,367.0039367675781,359.4435729980469,150.55056762695312,219.23382568359375,285.141845703125,112.57320404052734,301.2076721191406
