scorer,,,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000
bodyparts,,,nose,nose,nose,neck,neck,neck,leftforepaw,leftforepaw,leftforepaw,rightforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,baseoftail,tail,tail,tail
coords,,,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data,2022-01-28_103_EB011_bellyCam,img10633.png,558.5365600585938,265.8536682128906,0.9973164796829224,499.335205078125,258.79425048828125,0.995936930179596,537.5567016601562,290.0509338378906,0.9999874234199524,409.503173828125,127.5499267578125,0.15327037870883942,198.21043395996094,418.7275390625,0.9999897480010986,149.7842254638672,160.06520080566406,0.002287410432472825,148.78965759277344,162.7879638671875,0.9998008012771606,117.52330780029297,112.66309356689453,0.9957936406135559
labeled-data,2022-01-28_103_EB011_bellyCam,img19908.png,564.9703369140625,280.3830261230469,0.999992847442627,509.6747741699219,263.120361328125,0.9912719130516052,526.1128540039062,263.9034118652344,0.9142387509346008,525.7228393554688,264.7065734863281,0.9936696887016296,209.09425354003906,440.7317810058594,0.9597191214561462,211.42591857910156,440.3041076660156,0.6344628930091858,103.7719497680664,360.1307067871094,0.9994876384735107,100.19633483886719,216.5729522705078,0.006383232306689024
labeled-data,2022-01-28_103_EB011_bellyCam,img08968.png,563.6060791015625,283.0068054199219,0.9998239278793335,505.4197998046875,262.99853515625,0.985548198223114,546.1095581054688,273.3699951171875,0.99972003698349,420.07769775390625,126.25543975830078,0.6811593174934387,222.61471557617188,425.34197998046875,0.9999246597290039,421.2976989746094,121.17434692382812,0.0015252489829435945,117.89247131347656,361.5032653808594,0.9999673366546631,76.43846130371094,164.78616333007812,0.9765667915344238
labeled-data,2022-01-28_103_EB011_bellyCam,img15610.png,562.1358032226562,283.06927490234375,0.9997813105583191,500.270263671875,281.4757385253906,0.9794913530349731,509.12139892578125,279.563720703125,0.858598530292511,508.4778137207031,278.6496887207031,0.9749889373779297,238.6868438720703,448.3013610839844,0.9948659539222717,240.08290100097656,447.6048889160156,0.0076477560214698315,114.83210754394531,224.34115600585938,0.9999923706054688,65.5985336303711,203.3466033935547,0.9855942726135254
labeled-data,2022-01-28_103_EB011_bellyCam,img03547.png,566.3457641601562,281.6498718261719,0.9999579191207886,498.4695129394531,266.2151184082031,0.5636488199234009,539.5950927734375,265.1791076660156,0.9457449316978455,540.1441040039062,264.0276794433594,0.9900215864181519,188.28684997558594,427.8506774902344,0.9998448491096497,376.1277770996094,155.7229766845703,0.6973732709884644,110.36975860595703,341.22076416015625,0.9999862313270569,79.47818756103516,224.59405517578125,0.009184793569147587
labeled-data,2022-01-28_103_EB011_bellyCam,img04183.png,564.5114135742188,283.9784240722656,0.9999998807907104,505.9873046875,284.9168701171875,0.9337164759635925,531.5831909179688,264.5489807128906,0.9829531908035278,530.1279296875,261.9073181152344,0.9643819332122803,219.05238342285156,422.2327575683594,0.999972403049469,385.80078125,154.37020874023438,0.0034767501056194305,147.24977111816406,184.88504028320312,0.6961812973022461,109.11134338378906,126.65544128417969,0.13022755086421967
labeled-data,2022-01-28_103_EB011_bellyCam,img09852.png,564.1500854492188,284.1192932128906,0.9996579885482788,504.56390380859375,266.7669677734375,0.5749228596687317,554.014404296875,261.2794494628906,0.4848344624042511,553.9525146484375,259.8943176269531,0.9989352226257324,177.18789672851562,418.62164306640625,0.9999642372131348,149.7369384765625,180.47311401367188,0.0014998562401160598,149.43655395507812,181.33416748046875,0.994489312171936,110.94508361816406,124.76622009277344,0.8821064829826355
labeled-data,2022-01-28_103_EB011_bellyCam,img12286.png,567.8934326171875,281.3611755371094,0.7810382843017578,507.7160339355469,259.88995361328125,0.9901410341262817,541.0228271484375,276.296630859375,0.918639600276947,540.9525756835938,272.9322814941406,0.8594270944595337,390.0523376464844,133.56382751464844,0.9998095035552979,390.3208312988281,129.7474822998047,0.002878502942621708,125.11247253417969,174.76962280273438,0.9990760087966919,92.15267944335938,142.38087463378906,0.6368692517280579
