scorer,,,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,,,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2022-01-28_103_EB011_bellyCam,img00212.png,564.6478271484375,279.432373046875,509.2679443359375,267.4497985839844,534.3448931144353,256.334280765714,386.6764356353121,130.9564054459255,128.3824613176945,85.08785700963267,173.10431495059112,421.7080659195968,111.35820007324219,336.980712890625,65.4586461525792,347.7501360103641
labeled-data,2022-01-28_103_EB011_bellyCam,img01014.png,563.9047241210938,281.1479187011719,513.3346557617188,272.0008239746094,550.1294572725897,256.3535866431064,399.0580685014431,165.37769331534122,217.84237670898438,422.8450012207031,,,118.0707778930664,364.587158203125,84.139867983758,391.4926098577007
labeled-data,2022-01-28_103_EB011_bellyCam,img03547.png,566.3457641601562,281.6498718261719,493.99685555199744,264.7242326123846,543.3223072629837,270.39720795138044,376.1466664638678,151.4658018590602,188.28684997558594,427.8506774902344,124.16807760627756,100.56020223928465,110.36975860595703,341.22076416015625,70.53287278612396,351.3193478203565
labeled-data,2022-01-28_103_EB011_bellyCam,img04183.png,564.5114135742188,283.9784240722656,505.9873046875,284.9168701171875,530.8377480200596,266.03986650870917,387.7483361868303,153.81809791839083,219.05238342285156,422.2327575683594,121.16855249221067,108.15274906985991,122.65015548715832,349.6279207211509,75.56641297787206,365.1971686151448
labeled-data,2022-01-28_103_EB011_bellyCam,img05535.png,565.4696449927155,275.51951444231634,487.58184814453125,276.8134765625,593.473496028133,275.7201895415835,393.0783259173125,181.10816465482998,168.8939666748047,433.1512451171875,213.93414306640625,151.61988830566406,129.26023864746094,353.18719482421875,76.39741563299913,373.97550064077143
labeled-data,2022-01-28_103_EB011_bellyCam,img06270.png,566.3524780273438,279.4564514160156,503.439208984375,257.5891418457031,547.4325567210717,273.2513832739658,411.9838930956103,134.34680813467287,197.73780993372247,437.6624661717152,116.01170412036606,98.67941908536159,108.34671783447266,333.1552734375,63.105072414706285,344.31892627975776
labeled-data,2022-01-28_103_EB011_bellyCam,img06831.png,563.5392456054688,282.08599853515625,512.2146606445312,275.56585693359375,537.337564914591,291.00873857902167,418.51199321448,192.83155073721622,231.74758911132812,431.1470031738281,156.9012912321253,140.86393143650145,130.2572784423828,361.24212646484375,75.1805550364927,370.7461159668183
labeled-data,2022-01-28_103_EB011_bellyCam,img06914.png,564.9974365234375,278.26434326171875,509.85693359375,275.7806396484375,540.1087674920764,266.5590678130551,386.1202405161227,169.5687022680978,219.73553637415216,433.08755550036835,119.58806610107422,132.17422485351562,114.70689392089844,364.00164794921875,71.96231658670723,381.8129223212665
labeled-data,2022-01-28_103_EB011_bellyCam,img08780.png,563.0548095703125,282.6162109375,507.49835205078125,275.09124755859375,545.2029829637872,274.4586292844682,412.7713492843755,122.82701991745876,220.12644958496094,426.115234375,,,118.19532012939453,358.02545166015625,73.1668226346369,379.738198518767
labeled-data,2022-01-28_103_EB011_bellyCam,img08968.png,563.6060791015625,283.0068054199219,505.4197998046875,262.99853515625,546.1095581054688,273.3699951171875,423.0594693455432,116.56468208548029,222.61471557617188,425.34197998046875,,,117.89247131347656,361.5032653808594,75.6930184058017,383.9463753154023
labeled-data,2022-01-28_103_EB011_bellyCam,img09852.png,567.8772999387652,290.82827929407404,504.56390380859375,266.7669677734375,556.250732990603,265.00666395243695,393.6822915979454,139.8780110635613,177.18789672851562,418.62164306640625,128.86453733510308,100.71072393738046,123.34605252825378,334.1499615518683,61.00040945824327,350.635418159281
labeled-data,2022-01-28_103_EB011_bellyCam,img10256.png,564.6314697265625,282.2728271484375,498.6746520996094,258.4175109863281,547.8081265721062,273.86383113513403,398.1046993608183,127.81837459735488,181.382568359375,417.8968505859375,127.65212234604581,88.85042311250902,119.91198047995397,327.521153836625,61.12830749070952,346.6097041774274
labeled-data,2022-01-28_103_EB011_bellyCam,img10633.png,558.5365600585938,265.8536682128906,499.335205078125,258.79425048828125,537.5567016601562,290.0509338378906,409.503173828125,127.5499267578125,198.21043395996094,418.7275390625,137.11169619940966,80.3028107293726,114.4992842889472,334.98527328422796,73.54217682364629,347.4776064083133
labeled-data,2022-01-28_103_EB011_bellyCam,img11444.png,574.935791015625,285.1506652832031,497.3927917480469,269.9178771972656,581.0528575827684,273.5656726906694,398.33381680646363,200.66265988928916,222.91539001464844,440.21490478515625,153.79275644569066,140.0136412605604,119.85014343261719,362.581787109375,69.3544692993164,368.3776550292969
labeled-data,2022-01-28_103_EB011_bellyCam,img12286.png,567.8934326171875,281.3611755371094,507.7160339355469,259.88995361328125,541.0228271484375,277.78751665519354,388.88222451010364,131.29813089138014,226.05490010644593,426.5228863929899,,,124.36702963627039,356.6576898925952,83.95280756635742,398.81323151457656
labeled-data,2022-01-28_103_EB011_bellyCam,img12640.png,565.2379150390625,282.33404541015625,505.6982421875,272.6561279296875,529.1453674824706,258.22247661732536,428.10212672418373,166.3941733762565,222.64942932128906,422.2053527832031,106.4386276859164,121.31560555679619,120.16045216884771,359.8199619957248,70.50459077788543,375.42812280275575
