scorer,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2021-03-04_103_EB001_bellyCam\img02291.png,83.74819624819628,256.6082251082251,119.21139971139974,258.08585858585855,83.74819624819628,203.4134199134199,76.36002886002893,280.2503607503607,312.7813852813853,154.65151515151513,317.2142857142857,354.13203463203456,450.20129870129875,259.56349206349205,566.9343434343436,274.33982683982686
labeled-data\2021-03-04_103_EB001_bellyCam\img03989.png,85.22582972582978,256.6082251082251,111.82323232323239,253.65295815295815,92.61399711399719,204.89105339105333,80.79292929292933,286.16089466089466,295.0497835497836,156.12914862914857,321.64718614718623,358.56493506493507,426.55916305916315,252.17532467532465,541.8145743145744,249.2200577200577
labeled-data\2021-03-04_103_EB001_bellyCam\img05468.png,83.74819624819628,259.56349206349205,102.95743145743148,261.0411255411255,77.83766233766238,204.89105339105333,67.49422799422803,283.20562770562765,283.2287157287158,157.60678210678208,303.9155844155844,360.0425685425685,414.73809523809524,241.8318903318903,532.9487734487734,244.78715728715724
labeled-data\2021-03-04_103_EB001_bellyCam\img07378.png,82.27056277056283,250.69769119769114,104.43506493506499,252.17532467532465,91.13636363636368,203.4134199134199,88.18109668109673,286.16089466089466,258.1089466089466,157.60678210678208,296.52741702741713,362.99783549783547,404.39466089466094,252.17532467532465,525.560606060606,255.1305916305916
labeled-data\2021-03-04_103_EB001_bellyCam\img09060.png,82.27056277056283,253.65295815295815,108.86796536796544,256.6082251082251,83.74819624819628,206.36868686868684,77.83766233766238,292.07142857142856,286.1839826839827,144.30808080808077,290.6168831168831,354.13203463203456,410.30519480519484,252.17532467532465,531.47113997114,263.99639249639245
labeled-data\2021-03-04_103_EB001_bellyCam\img09863.png,83.74819624819628,259.56349206349205,107.39033189033194,253.65295815295815,82.27056277056283,206.36868686868684,70.44949494949498,289.1161616161616,284.7063492063492,138.39754689754687,283.2287157287158,352.6544011544011,404.39466089466094,250.69769119769114,527.0382395382396,261.0411255411255
labeled-data\2021-03-04_103_EB001_bellyCam\img12522.png,85.22582972582978,261.0411255411255,133.98773448773454,252.17532467532465,160.58513708513715,207.84632034632034,95.56926406926414,315.71356421356415,336.4235209235209,126.57647907647902,334.94588744588754,357.08730158730157,459.06709956709966,247.7424242424242,584.6659451659452,228.53318903318905
labeled-data\2021-03-04_103_EB001_bellyCam\img13078.png,83.74819624819628,252.17532467532465,102.95743145743148,255.1305916305916,74.88239538239543,209.3239538239538,66.01659451659458,296.50432900432895,311.3037518037518,128.05411255411252,311.3037518037518,360.0425685425685,441.33549783549785,246.26479076479075,562.501443001443,231.48845598845594
labeled-data\2021-03-04_103_EB001_bellyCam\img17972.png,82.27056277056283,256.6082251082251,107.39033189033194,263.99639249639245,,,68.97186147186153,311.28066378066376,317.2142857142857,141.35281385281382,268.452380952381,337.87806637806636,411.78282828282835,241.8318903318903,527.0382395382396,256.6082251082251
labeled-data\2021-03-04_103_EB001_bellyCam\img20873.png,83.74819624819628,262.518759018759,153.19696969696975,258.08585858585855,238.8997113997114,190.11471861471858,107.39033189033194,323.1017316017316,377.79725829725834,122.14357864357862,433.94733044733044,358.56493506493507,496.00793650793656,243.3095238095238,,
labeled-data\2021-03-04_103_EB001_bellyCam\img20890.png,85.22582972582978,261.0411255411255,144.3311688311689,261.0411255411255,82.27056277056283,213.75685425685424,144.3311688311689,340.8333333333333,442.81313131313135,101.45670995670991,460.54473304473305,349.69913419913416,504.87373737373747,231.48845598845594,,
labeled-data\2021-03-04_103_EB001_bellyCam\img21662.png,85.22582972582978,258.08585858585855,108.86796536796544,250.69769119769114,95.56926406926414,219.66738816738814,73.40476190476193,297.98196248196246,371.88672438672444,116.23304473304472,330.512987012987,354.13203463203456,466.45526695526695,240.35425685425685,590.576479076479,262.518759018759
labeled-data\2021-03-04_103_EB001_bellyCam\img22857.png,82.27056277056283,256.6082251082251,107.39033189033194,255.1305916305916,,,95.56926406926414,302.4148629148629,354.15512265512274,119.18831168831167,299.482683982684,360.0425685425685,435.42496392496395,232.96608946608944,553.6356421356422,255.1305916305916
labeled-data\2021-03-04_103_EB001_bellyCam\img25781.png,83.74819624819628,256.6082251082251,138.420634920635,258.08585858585855,100.00216450216453,204.89105339105333,161.4209701633945,304.28056175025864,365.97619047619054,128.05411255411252,364.49855699855704,365.9531024531024,484.18686868686876,249.2200577200577,,
labeled-data\2021-03-04_103_EB001_bellyCam\img27108.png,85.22582972582978,258.08585858585855,110.34559884559889,258.08585858585855,80.79292929292933,219.66738816738814,,,318.6919191919192,136.91991341991337,315.73665223665233,368.90836940836937,453.15656565656576,262.518759018759,569.8896103896104,268.4292929292929
labeled-data\2021-03-04_103_EB001_bellyCam\img29249.png,80.79292929292933,259.56349206349205,108.86796536796544,258.08585858585855,83.74819624819628,212.27922077922074,85.22582972582978,292.07142857142856,300.9603174603175,142.83044733044727,337.90115440115443,373.3412698412698,442.81313131313135,256.6082251082251,558.0685425685426,261.0411255411255
