scorer,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2021-03-22_101_CB008_bellyCam\img004840.png,81.34470381938729,259.18940763877475,150.0827168611978,259.18940763877475,99.58131952435735,200.27111074579432,143.06863389774776,320.91333771713516,454.49391747492996,139.94999726012384,490.9671488848703,396.66543372239573,490.9671488848703,259.18940763877475,,
labeled-data\2021-03-22_101_CB008_bellyCam\img005655.png,82.74752041207728,259.18940763877475,141.66581730505766,243.7584251191846,112.20666885856747,200.27111074579432,88.35878678283734,308.2879883829251,387.15872102580954,67.00353444024336,340.86577346703916,377.02600142473557,512.0093977752205,205.88237711655432,514.8150309606004,90.85141651597348
labeled-data\2021-03-22_101_CB008_bellyCam\img012380.png,81.34470381938729,260.59222423146474,138.86018411967768,252.1753246753247,137.4573675269877,194.65984437503425,85.55315359745725,308.2879883829251,318.420707983999,118.90774836977369,318.420707983999,406.4851498712258,476.9389829579702,311.09362156830514,568.1220614828209,361.5950189051455
labeled-data\2021-03-22_101_CB008_bellyCam\img017003.png,79.9418872266973,260.59222423146474,157.09679982464786,259.18940763877475,166.91651597347789,197.46547756041429,110.80385226587748,295.662639048715,357.69957257931924,148.36689681626393,290.3643761301988,395.26261712970575,492.3699654775603,291.454189270645,596.1783933366211,256.3837744533947
labeled-data\2021-03-22_101_CB008_bellyCam\img021198.png,81.34470381938729,257.7865910460847,157.09679982464786,254.98095786070468,178.139048714998,190.45139459696424,106.5954024878074,298.468272234095,432.0488519918898,148.36689681626393,340.86577346703916,414.9020494273659,521.8291139240505,329.33023727327526,,
labeled-data\2021-03-22_101_CB008_bellyCam\img032153.png,81.34470381938729,267.6063071949148,164.1108827880979,253.5781412680147,147.27708367581772,222.71617622883446,147.27708367581772,311.09362156830514,,,346.4770398377992,284.4401063071949,472.73053317990014,99.26831607211358,,
labeled-data\2021-03-22_101_CB008_bellyCam\img042031.png,81.34470381938729,261.9950408241547,165.5136993807879,257.7865910460847,136.0545509342977,257.7865910460847,157.09679982464786,336.3443202367253,,,338.0601402816592,323.7189709025152,490.9671488848703,142.75563044550387,,
labeled-data\2021-03-22_101_CB008_bellyCam\img054645.png,79.9418872266973,263.3978574168448,168.31933256616787,259.18940763877475,164.1108827880979,242.35560852649462,150.0827168611978,318.1077045317552,,,388.56153761849953,301.27390541947506,483.95306592142026,96.46268288673355,,
labeled-data\2021-03-22_101_CB008_bellyCam\img057167.png,79.9418872266973,263.3978574168448,176.73623212230802,257.7865910460847,166.916515973478,243.7584251191846,151.4855334538878,318.1077045317552,,,401.18688695270964,316.7048879390652,495.1755986629404,96.46268288673355,,
labeled-data\2021-03-22_101_CB008_bellyCam\img061769.png,82.74752041207728,260.59222423146474,161.30524960271782,260.59222423146474,157.09679982464786,215.7020932653844,100.98413611704746,323.7189709025152,,,387.15872102580954,318.1077045317552,486.75869910680024,116.10211518439371,,
labeled-data\2021-03-22_101_CB008_bellyCam\img066863.png,82.74752041207728,260.59222423146474,150.0827168611978,261.9950408241547,126.23483478546757,252.1753246753247,126.23483478546757,308.2879883829251,,,340.86577346703916,305.4823551975451,468.52208340183006,109.08803222094366,488.1615156994902,231.13307578497455
labeled-data\2021-03-22_101_CB008_bellyCam\img077445.png,81.34470381938729,259.18940763877475,166.91651597347789,260.59222423146474,151.4855334538878,200.27111074579432,120.6235684147075,339.14995342210534,,,415.21505287960974,325.12178749520524,493.7727820702503,99.26831607211358,,
labeled-data\2021-03-22_101_CB008_bellyCam\img087011.png,81.34470381938729,264.80067400953476,159.90243301002783,261.9950408241547,140.26300071236767,247.96687489725463,123.4292016000876,318.1077045317552,,,321.226341169379,298.468272234095,462.9108170310701,123.11619814784376,476.9389829579702,231.13307578497455
labeled-data\2021-03-22_101_CB008_bellyCam\img096696.png,84.15033700476727,264.80067400953476,141.66581730505766,253.5781412680147,100.98413611704746,235.34152556304457,130.44328456353765,326.5246040878952,,,342.26859005972915,297.06545564140504,450.28546769686,96.46268288673355,,
labeled-data\2021-03-22_101_CB008_bellyCam\img100910.png,84.15033700476727,266.2034906022248,154.29116663926777,256.3837744533947,120.6235684147075,233.93870897035453,140.26300071236767,316.70488793906515,,,324.0319743547591,306.88517179023506,462.9108170310701,102.07394925749361,,
labeled-data\2021-03-22_101_CB008_bellyCam\img105378.png,81.34470381938729,259.18940763877475,144.47145049043775,260.59222423146474,112.20666885856747,232.53589237766454,134.6517343416076,319.5105211244452,,,353.4911228012493,299.871088826785,454.49391747492996,88.04578333059351,,
labeled-data\2021-03-22_101_CB008_bellyCam\img109880.png,79.9418872266973,266.2034906022248,148.6799002685077,257.7865910460847,124.83201819277758,212.89646008000437,138.86018411967768,297.06545564140504,,,391.3671708038795,295.662639048715,460.10518384569,67.00353444024336,,
labeled-data\2021-03-22_101_CB008_bellyCam\img115919.png,82.74752041207728,263.3978574168448,130.44328456353765,259.18940763877475,102.38695270973744,211.4936434873144,103.78976930242743,327.9274206805852,,,349.2826730231792,336.3443202367253,490.9671488848703,160.992246150474,,
