scorer,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2021-03-16_103_CB008_bellyCam\img00006.png,83.74347686767578,252.71627807617188,144.35247802734375,246.11187744140625,128.71195184993076,189.3380733709269,125.98138427734375,292.006103515625,,,412.7652731489968,263.04907262516684,487.0798695137993,106.01926128758078,,
labeled-data\2021-03-16_103_CB008_bellyCam\img00900.png,84.02986907958984,253.5985565185547,151.71810913085938,237.77484130859375,133.93545514249456,188.3798065185547,158.86988830566406,276.1855773925781,,,418.7923583984375,268.569091796875,499.3761190832188,114.91469262636451,,
labeled-data\2021-03-16_103_CB008_bellyCam\img01735.png,85.48115539550781,254.10064697265625,155.6376190185547,234.44650268554688,145.32978802823686,181.1649780273438,169.63986206054688,283.6080322265625,,,509.89933686970005,269.4092263627218,481.5937389904939,80.46153746832823,,
labeled-data\2021-03-16_103_CB008_bellyCam\img02414.png,85.45946502685547,252.5454864501953,133.5151824951172,248.11862182617188,115.70620691584884,181.68582117366122,151.34124791813576,315.03050178002314,,,494.3116784769643,168.937823152874,444.19822246997387,66.80107082919005,,
labeled-data\2021-03-16_103_CB008_bellyCam\img02566.png,84.58667755126953,253.21463012695312,147.23533630371094,248.62635803222656,149.9641109685832,189.11117553710938,199.14459192561435,320.298828125,,,536.3508667079146,163.70360179765038,434.0498455665727,55.71820897479614,,
labeled-data\2021-03-16_103_CB008_bellyCam\img02947.png,85.15316009521484,252.89633178710938,149.5764923095703,248.8225555419922,147.0974884033203,193.17979431152344,202.9674673628641,321.60186767578125,,,543.1592457562422,169.79103304104018,443.0107970669652,60.13552159686651,,
labeled-data\2021-03-16_103_CB008_bellyCam\img04126.png,84.55485534667969,253.30442810058594,148.9573516845703,248.9940948486328,147.1848907470703,195.81185913085938,205.97549294659814,324.10594159269,,,552.5988371091984,172.44598318937477,440.5133303854915,59.07198417898121,,
labeled-data\2021-03-16_103_CB008_bellyCam\img04279.png,84.76403045654297,253.37318420410156,149.90557861328125,249.71327209472656,147.08705139160156,195.84230041503906,202.50532441852818,322.8419494628906,,,549.7292390800683,167.04339601783352,450.07331142689964,60.62626059053105,,
labeled-data\2021-03-16_103_CB008_bellyCam\img04951.png,82.667724609375,253.49728393554688,157.56966821521178,245.09884679508872,166.67520750648748,166.26811685666127,285.84233594446334,308.72296034715566,,,362.6613191538454,222.20771771573686,447.6812751331462,90.22779173137417,,
labeled-data\2021-03-16_103_CB008_bellyCam\img05399.png,84.76105499267578,254.2525177001953,145.19256591796875,243.43983459472656,131.25424795481558,194.40171813964844,175.9227727517616,300.3733976473775,,,505.86818069423725,219.35776763553127,466.6885572854992,91.69008235250988,,
labeled-data\2021-03-16_103_CB008_bellyCam\img05407.png,84.39849853515625,253.63243103027344,138.80223119450284,244.56568872737216,111.39662170410156,192.8607177734375,149.5520477294922,295.9310607910156,,,477.4836317483898,224.82421229998636,446.92912987065165,81.7236376880548,,
labeled-data\2021-03-16_103_CB008_bellyCam\img05953.png,83.28730773925781,253.7266845703125,155.71763610839844,254.17819213867188,221.44499402117015,187.54881286621094,128.0518998156457,310.8955846457581,,,515.1479549714197,234.01340240841404,453.78018550192405,72.80706503823842,,
labeled-data\2021-03-16_103_CB008_bellyCam\img08097.png,85.31499481201172,254.59303283691406,149.69049072265625,253.68780517578125,116.05549621582031,200.71238708496094,210.4200439453125,320.0523681640625,,,450.02348345613814,315.84832763671875,484.160587385835,106.46037654196306,,
labeled-data\2021-03-16_103_CB008_bellyCam\img22136.png,83.95936584472656,258.68377685546875,159.89469891690874,256.11437952327066,146.85275268554688,202.57070922851562,152.58091735839844,319.4412536621094,388.407470703125,49.37774658203125,448.5715026855469,338.32879638671875,498.9524230957031,128.90101623535156,,
labeled-data\2021-03-16_103_CB008_bellyCam\img30207.png,84.19243621826172,254.33863830566406,151.92019653320312,257.76751708984375,144.53378206012974,221.51878303002314,150.40213012695312,305.986572265625,,,469.6275329589844,267.5166931152344,462.2195739746094,90.69331359863281,,
labeled-data\2021-03-16_103_CB008_bellyCam\img33073.png,84.34635162353516,253.49220275878906,140.6025390625,244.702392578125,115.69641876220703,199.4596710205078,150.1818389892578,309.7538757324219,,,396.0904541015625,257.6844177246094,465.7862548828125,88.44711303710938,,
labeled-data\2021-03-16_103_CB008_bellyCam\img40516.png,84.75728607177734,256.22137451171875,156.4724578857422,253.5094757080078,143.88790893554688,211.99156188964844,179.53684997558594,313.8888244628906,,,453.70025634765625,264.8432312011719,472.162841796875,67.33816528320312,,
labeled-data\2021-03-16_103_CB008_bellyCam\img41763.png,84.68425750732422,255.47654724121094,158.45208740234375,253.70191955566406,150.7053982000284,211.93524169921875,190.8330841064453,310.1755676269531,,,460.2921447753906,265.0669860839844,477.8274841308594,67.27669525146484,,
labeled-data\2021-03-16_103_CB008_bellyCam\img45099.png,85.08745574951172,255.41456604003906,158.782470703125,253.0157928466797,147.19052124023438,212.5061492919922,190.62307739257812,309.6176452636719,,,459.3294677734375,264.2755432128906,478.9179382324219,66.41671752929688,,
