scorer,,,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,,,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2021-08-20_101_EB007_bellyCam,img000708.png,579.1009390576091,250.66409393483798,508.5839887939854,256.16460556290144,558.4821671449486,284.4337463378906,,,,,,,,,,
labeled-data,2021-08-20_101_EB007_bellyCam,img007595.png,580.2873827825022,252.35911901924771,523.5171639697346,251.84842477607566,506.94348394671437,272.6793518066406,537.4809383537993,194.7594333503024,249.30869464145985,350.53338623046875,289.8114306340648,114.72245663504128,,,,
labeled-data,2021-08-20_101_EB007_bellyCam,img009838.png,578.1330435497966,254.61367297571178,517.1873804310894,250.8324840108681,552.9555053710938,276.08740234375,449.0226652218215,158.3639187004789,165.3811492919922,319.4798278808594,299.7252795110178,107.53413266043185,,,,
labeled-data,2021-08-20_101_EB007_bellyCam,img014623.png,579.3835716873502,250.0088628550434,514.7538713965002,245.94998602537464,559.1719042668773,276.0023286746629,501.26239013671875,144.6285400390625,112.7914204391667,378.67686053847945,,,,,,
labeled-data,2021-08-20_101_EB007_bellyCam,img023057.png,581.446703217765,253.27400424315613,527.98046875,250.0989317347765,549.8220825195312,281.63650387625216,541.4135156849957,187.59021337959922,311.3801350411493,328.77864416573203,390.6491474923213,124.9319496780729,,,,
labeled-data,2021-08-20_101_EB007_bellyCam,img025565.png,580.2423681040668,254.85060211354886,527.4440307617188,251.1108195821571,522.3728556815067,286.2011812137254,539.4446834709868,200.5009905705881,284.5365469677654,312.4058414313571,341.1548106710243,102.97955197195529,,,,
labeled-data,2021-08-20_101_EB007_bellyCam,img033759.png,582.9547069112587,257.0700621058702,528.1873088065067,249.77936941684243,523.2401148060894,277.054768463308,551.5343335260916,215.62981460657915,302.5889973458369,320.8166902469286,303.33883416851995,112.82832849225042,,,,
labeled-data,2021-08-20_101_EB007_bellyCam,img035495.png,580.2998738106805,253.85931146344183,540.0822517103704,249.2622982505432,549.737986663645,285.53862466447987,556.3720198667702,183.6173447572533,328.52370031807584,319.5809008489084,390.09422519042164,119.31434677210643,,,,
labeled-data,2021-08-20_101_EB007_bellyCam,img058356.png,580.3678669747433,253.8765479750188,525.1370955503639,250.6856897907241,537.8117065429688,276.0388488769531,509.8570263971853,190.93567361467524,275.20001220703125,319.26715087890625,358.4177962339576,121.24133813580505,,,,
labeled-data,2021-08-20_101_EB007_bellyCam,img060518.png,581.6489737255781,249.338688751394,528.421193023855,249.3521479206069,548.1632584535425,281.53198117117404,532.9097925404642,183.24155596958485,368.42396328614075,318.2325065904109,367.9985351562499,117.422069153525,156.80256035669242,186.62045062864837,88.23117673930108,192.5457292558691
labeled-data,2021-08-20_101_EB007_bellyCam,img064048.png,581.6924201674017,252.56596124371526,530.8998705754709,247.4028469565979,543.8118896484375,278.29921426408924,545.5049756159353,178.19679727190174,360.4700647572614,320.11306454173246,359.7448412785959,120.06968142821472,150.6755651255512,184.08920755022206,88.63107282954633,187.80045639525787
labeled-data,2021-08-20_101_EB007_bellyCam,img066192.png,579.2223087165135,251.1488986823336,524.3409928285423,246.82527719306785,513.6605754080692,264.007568359375,523.4795663134846,183.64919451938943,365.5345764160156,322.3206787109375,407.47560336424976,130.79448916747248,,,,
labeled-data,2021-08-20_101_EB007_bellyCam,img072061.png,580.6247427685466,254.1680226143916,515.3103637695312,253.33970391949651,470.0811462402344,255.84344482421875,496.2293115834332,157.33128823869862,286.53956945870084,323.8440327462276,337.07700143623197,127.41621615721857,,,,
labeled-data,2021-08-20_101_EB007_bellyCam,img074596.png,574.9663696289062,245.95164489746094,508.7110776639447,253.8484235253747,518.9359130859375,277.917318542134,513.180174530549,195.90519589285373,,,250.75824191405457,110.44191149936995,,,,
labeled-data,2021-08-20_101_EB007_bellyCam,img083535.png,581.3102896435466,254.48146273924982,523.3783569335938,255.39587585795715,508.8727653794734,279.6697692871094,538.5918392327055,177.25690631138167,280.15164059500216,315.1118880308326,274.15424767997104,112.37468765345409,,,,
labeled-data,2021-08-20_101_EB007_bellyCam,img085466.png,578.8599324044308,252.2760700997432,519.2778133537993,250.1068052699327,508.86429208218095,278.2768355405982,539.6506054987478,173.45535278320312,280.4359809584172,316.6457718812768,272.8700256347656,105.77985382080078,,,,
labeled-data,2021-08-20_101_EB007_bellyCam,img091028.png,578.698810181357,251.37370175222873,527.6200773311966,250.89972265694297,530.8725293268728,289.1120991524775,532.3021875599957,211.14018716447987,350.9890572802814,326.42611010603594,381.4424494342787,121.97457510531899,,,,
labeled-data,2021-08-20_101_EB007_bellyCam,img101186.png,579.17903228933,258.1306195702966,520.1590414411387,254.05241610839045,527.5767317808325,288.1462589118258,555.5680753780714,222.4090118408203,346.02353280483726,327.665726041449,388.3376770019531,117.77599676582969,140.88098519741538,176.39401461913263,83.4237030501572,170.10882276450047
