scorer,,,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,,,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2022-07-04_101_EB017_bellyCam,img00593.png,542.9072875976562,267.42626953125,495.7359936823416,267.04619677595775,416.2982177734376,290.79971438546653,501.4068908691406,207.05372619628906,209.39825847888864,325.7017273618474,145.22852029436268,139.47533120744868,121.88512283065319,225.5225255586318,,
labeled-data,2022-07-04_101_EB017_bellyCam,img00980.png,,,,,449.3819948415554,319.8654394660643,409.01088906543197,180.31881140356302,181.3447079838869,343.68578088183597,,,104.72399983886709,284.983152636963,,
labeled-data,2022-07-04_101_EB017_bellyCam,img01376.png,542.3106079101562,269.5621032714844,496.8143491483197,262.0353657875029,498.9513761593214,312.4293518066406,412.7067941128257,187.61765543540685,164.2313661837116,330.8710183733145,224.1900326255432,142.83855951031683,118.484671170497,230.00766566485913,,
labeled-data,2022-07-04_101_EB017_bellyCam,img01808.png,542.9473876953125,268.0081481933594,499.7976379394531,282.9145812988281,346.3373676806085,307.3046219760737,427.9630631410423,200.54966735839844,206.28602941963828,341.6886397398169,236.4447490785583,190.85650362362094,112.95670272740529,270.1532885442209,69.71905517578125,278.3055419921875
labeled-data,2022-07-04_101_EB017_bellyCam,img02318.png,544.9522094726562,268.4647521972656,502.56473028460505,270.9749450683594,395.1033829652612,353.40321008231484,493.65093994140625,218.7249755859375,93.26312555837734,351.77172042760054,132.01624127162614,147.9666125188303,107.83581351210421,217.67107987457644,,
labeled-data,2022-07-04_101_EB017_bellyCam,img02486.png,544.09228515625,270.8846740722656,513.728759765625,273.5839538574219,478.0873718261719,325.9312744140625,460.5617052922678,220.20302877790294,201.90549639927224,360.9379963692744,245.05878027413053,135.18425454729237,112.66050332485679,241.76792690918768,,
labeled-data,2022-07-04_101_EB017_bellyCam,img05521.png,543.8487548828125,268.00335693359375,497.2125443422142,268.65067837403143,417.23848428362044,301.5974756459332,513.359783568643,204.53537704381154,185.5264203838226,348.26841085451616,176.53457641601562,113.15602111816406,120.08901343644891,225.60081215062013,,
labeled-data,2022-07-04_101_EB017_bellyCam,img07612.png,543.0939331054688,268.97314453125,499.3879699707031,261.0386047363281,488.0667724609375,310.0678405761719,496.008056640625,221.2617950439453,129.30871627894243,344.4244160470088,260.1417236328125,127.47554016113281,115.03506644634831,196.819098966453,,
labeled-data,2022-07-04_101_EB017_bellyCam,img10223.png,543.8992309570312,269.1813049316406,508.1495386342144,261.7508333133348,483.1270751953125,319.6107482910156,419.64963702427224,201.5297499693092,142.36685989466503,375.990478515625,,,85.74648931087836,262.1420258895004,,
labeled-data,2022-07-04_101_EB017_bellyCam,img10795.png,542.9384765625,268.5636901855469,505.94946787036105,268.9846887949222,510.4777526855469,315.7314453125,426.771728515625,181.34878540039062,152.25711400268557,377.71070183325196,,,90.35035563207708,246.89840806127796,,
labeled-data,2022-07-04_101_EB017_bellyCam,img14794.png,542.005859375,268.2144470214844,497.72843841379483,261.1608120444885,500.5250244140625,314.2300720214844,334.21955154505565,180.7313814425006,123.0176930245479,349.75352694823425,245.31216088797885,139.33365460170432,121.95210816350505,212.0840810978521,,
labeled-data,2022-07-04_101_EB017_bellyCam,img15095.png,543.4085693359375,269.05450439453125,503.77469122210505,263.65537307825883,498.5869445800781,318.116455078125,430.62423831124784,220.5072843624465,144.1231791372071,350.5100351872558,195.3681101138581,158.15363732840848,107.66621982507127,241.6377026505785,,
labeled-data,2022-07-04_101_EB017_bellyCam,img15452.png,545.3417358398438,269.6391296386719,498.9048936567382,267.72073026464847,479.1391157202142,316.4940187290042,425.4940507321777,219.98607379248045,184.90220985693372,357.55193244409185,213.77695284765417,149.94918112792897,107.0690684210087,242.95351085965893,,
labeled-data,2022-07-04_101_EB017_bellyCam,img17938.png,541.4093627929688,270.6964111328125,494.96514554785153,273.65371532299804,470.9874267578124,338.971298711671,469.843017578125,228.2926483154297,153.3268280029297,347.45727710864264,225.16771444653324,124.77803718041991,104.15582735595603,200.7623938342291,,
labeled-data,2022-07-04_101_EB017_bellyCam,img18128.png,541.6188354492188,270.0182800292969,489.38359754126,268.43298511645514,444.66326904296875,311.8349304199219,451.7117004394531,221.2417755126953,217.21867711303713,353.50150045727537,238.710205078125,142.18484497070312,95.74167708789048,237.58748192846667,,
labeled-data,2022-07-04_101_EB017_bellyCam,img18654.png,542.4930589399416,270.0899709162598,502.7371402478028,267.98228961279295,435.9901123046875,290.1049618029785,517.59228515625,223.30462646484375,170.85729864257576,112.5921894121077,188.76137010082772,337.0292343542485,104.37797179931232,227.29787680981406,,
labeled-data,2022-07-04_101_EB017_bellyCam,img19343.png,543.7389526367188,270.2486572265625,492.3515625,258.79388427734375,486.8646240234375,303.14764404296875,412.792724609375,175.84860229492188,244.73229473779304,347.8005116877442,347.42080321630806,143.98352036254852,160.45483908032224,221.91154643066392,102.58824163525406,220.39093183569332
