1000, 0.03500, 0.005
2000, 0.02511, 0.005
3000, 0.02149, 0.005
4000, 0.01886, 0.005
5000, 0.01678, 0.005
6000, 0.01554, 0.005
7000, 0.01423, 0.005
8000, 0.01335, 0.005
9000, 0.01259, 0.005
10000, 0.01196, 0.005
11000, 0.01419, 0.02
12000, 0.01223, 0.02
13000, 0.01085, 0.02
14000, 0.01016, 0.02
15000, 0.00933, 0.02
16000, 0.00845, 0.02
17000, 0.00804, 0.02
18000, 0.00764, 0.02
19000, 0.00719, 0.02
20000, 0.00687, 0.02
21000, 0.00671, 0.02
22000, 0.00644, 0.02
23000, 0.00623, 0.02
24000, 0.00608, 0.02
25000, 0.00582, 0.02
26000, 0.00556, 0.02
27000, 0.00544, 0.02
28000, 0.00507, 0.02
29000, 0.00512, 0.02
30000, 0.00499, 0.02
31000, 0.00476, 0.02
32000, 0.00464, 0.02
33000, 0.00450, 0.02
34000, 0.00465, 0.02
35000, 0.00442, 0.02
36000, 0.00432, 0.02
37000, 0.00415, 0.02
38000, 0.00414, 0.02
39000, 0.00402, 0.02
40000, 0.00397, 0.02
41000, 0.00400, 0.02
42000, 0.00380, 0.02
43000, 0.00381, 0.02
44000, 0.00374, 0.02
45000, 0.00372, 0.02
46000, 0.00373, 0.02
47000, 0.00363, 0.02
48000, 0.00357, 0.02
49000, 0.00352, 0.02
50000, 0.00342, 0.02
51000, 0.00336, 0.02
52000, 0.00332, 0.02
53000, 0.00340, 0.02
54000, 0.00329, 0.02
55000, 0.00317, 0.02
56000, 0.00327, 0.02
57000, 0.00319, 0.02
58000, 0.00298, 0.02
59000, 0.00308, 0.02
60000, 0.00299, 0.02
61000, 0.00301, 0.02
62000, 0.00296, 0.02
63000, 0.00306, 0.02
64000, 0.00296, 0.02
65000, 0.00296, 0.02
66000, 0.00283, 0.02
67000, 0.00290, 0.02
68000, 0.00288, 0.02
69000, 0.00291, 0.02
70000, 0.00281, 0.02
71000, 0.00274, 0.02
72000, 0.00273, 0.02
73000, 0.00279, 0.02
74000, 0.00278, 0.02
75000, 0.00272, 0.02
76000, 0.00274, 0.02
77000, 0.00271, 0.02
78000, 0.00264, 0.02
79000, 0.00254, 0.02
80000, 0.00255, 0.02
81000, 0.00251, 0.02
82000, 0.00246, 0.02
83000, 0.00256, 0.02
84000, 0.00249, 0.02
85000, 0.00251, 0.02
86000, 0.00252, 0.02
87000, 0.00246, 0.02
88000, 0.00256, 0.02
89000, 0.00246, 0.02
90000, 0.00238, 0.02
91000, 0.00240, 0.02
92000, 0.00239, 0.02
93000, 0.00236, 0.02
94000, 0.00239, 0.02
95000, 0.00239, 0.02
96000, 0.00243, 0.02
97000, 0.00228, 0.02
98000, 0.00231, 0.02
99000, 0.00223, 0.02
100000, 0.00231, 0.02
101000, 0.00219, 0.02
102000, 0.00242, 0.02
103000, 0.00232, 0.02
104000, 0.00231, 0.02
105000, 0.00217, 0.02
106000, 0.00228, 0.02
107000, 0.00218, 0.02
108000, 0.00229, 0.02
109000, 0.00212, 0.02
110000, 0.00223, 0.02
111000, 0.00218, 0.02
112000, 0.00212, 0.02
113000, 0.00218, 0.02
114000, 0.00211, 0.02
115000, 0.00213, 0.02
116000, 0.00204, 0.02
117000, 0.00214, 0.02
118000, 0.00211, 0.02
119000, 0.00214, 0.02
120000, 0.00203, 0.02
121000, 0.00206, 0.02
122000, 0.00221, 0.02
123000, 0.00206, 0.02
124000, 0.00206, 0.02
125000, 0.00208, 0.02
126000, 0.00202, 0.02
127000, 0.00201, 0.02
128000, 0.00202, 0.02
129000, 0.00199, 0.02
130000, 0.00200, 0.02
131000, 0.00202, 0.02
132000, 0.00194, 0.02
133000, 0.00199, 0.02
134000, 0.00201, 0.02
135000, 0.00196, 0.02
136000, 0.00201, 0.02
137000, 0.00194, 0.02
138000, 0.00198, 0.02
139000, 0.00197, 0.02
140000, 0.00201, 0.02
141000, 0.00190, 0.02
142000, 0.00191, 0.02
143000, 0.00193, 0.02
144000, 0.00189, 0.02
145000, 0.00194, 0.02
146000, 0.00191, 0.02
147000, 0.00190, 0.02
148000, 0.00183, 0.02
149000, 0.00197, 0.02
150000, 0.00194, 0.02
151000, 0.00191, 0.02
152000, 0.00185, 0.02
153000, 0.00186, 0.02
154000, 0.00181, 0.02
155000, 0.00188, 0.02
156000, 0.00186, 0.02
157000, 0.00189, 0.02
158000, 0.00182, 0.02
159000, 0.00178, 0.02
160000, 0.00186, 0.02
161000, 0.00176, 0.02
162000, 0.00187, 0.02
163000, 0.00180, 0.02
