scorer,,,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,,,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2021-09-03_101_EB009_bellyCam,img01436.png,581.3668187876606,251.17055899203774,492.92795108326754,254.7577633049711,527.276577058444,329.1306818561538,460.8259582519531,194.87425231933594,291.4863959974797,365.49689404435475,361.6748404570729,124.04437164014735,199.30393081405168,196.03380071917536,118.05706912179471,201.12442950474104
labeled-data,2021-09-03_101_EB009_bellyCam,img01698.png,580.8240755008346,251.5573739641348,509.6822865800081,258.49646212889826,517.2215447779236,323.56146482186864,448.7375896040616,194.7367904737843,70.6830774525738,331.0467199107074,294.5582275390625,98.4043197631836,135.23661462333047,182.89961834682146,69.40778521763167,181.11602933192313
labeled-data,2021-09-03_101_EB009_bellyCam,img03566.png,581.5614810797947,252.72674185336587,512.9836158126498,258.25067914130204,551.2772711262805,306.83084048182104,503.49774169921875,238.08243606654008,378.67077503342284,357.3566370909985,326.65696382748786,147.50016726167445,166.16776479911965,241.7158203125,80.22544627312374,237.71396124163635
labeled-data,2021-09-03_101_EB009_bellyCam,img04992.png,580.7212605294308,253.28588025040943,508.0052698700357,262.2349494568009,543.2881503094411,330.0622592792234,492.5485064409155,263.1182878012048,354.00939816336154,363.4834065255244,311.19700030552235,145.40295285086154,170.87678436106052,232.2420925286039,82.46388319504831,215.7638751578114
labeled-data,2021-09-03_101_EB009_bellyCam,img10179.png,580.8112662060466,249.79375845492837,511.2488609270654,257.5000491950289,495.192697993889,339.63973890684736,522.2881152043774,257.7496278689988,380.86503942940396,365.79036166503107,332.4655138860178,127.9607654425875,212.46988665459634,222.04005432128906,114.20577836090445,205.82730260953275
labeled-data,2021-09-03_101_EB009_bellyCam,img12918.png,582.3074820263594,253.30715567172524,502.9743625680325,260.4761652707294,462.1117541203928,211.27817831403576,439.6035947537885,301.86397148148325,246.60950048897416,360.274787110761,262.81957724328197,121.40817735866159,148.16988452009838,214.42680734097007,72.89447079866238,191.9414791252836
labeled-data,2021-09-03_101_EB009_bellyCam,img13296.png,581.9188238260062,251.62344235281466,520.923663696982,254.9211104764048,475.9014183831759,327.1803773980422,551.1249788211474,227.86469439731917,330.1514257212542,368.2679418345357,303.1509293519799,113.76455096470198,201.01360108342692,242.86613889522602,102.95650536228425,230.66656702511676
labeled-data,2021-09-03_101_EB009_bellyCam,img20518.png,581.4243139048481,249.67422702147638,518.6056836237478,262.9508947984586,513.8650562723351,349.64033341580205,523.6518660581764,283.7567337953393,343.81729000906466,380.23760986328125,243.1713244328928,130.00391683942644,162.7356648263057,257.44206988332206,77.25714886667788,246.29716191602188
labeled-data,2021-09-03_101_EB009_bellyCam,img26708.png,582.7425723883885,254.2320073862934,508.1719455423822,256.83705631134177,520.6570217797969,350.22735545746286,476.4243791097988,281.11621110362734,359.3222351074219,380.81768798828125,301.3541564941406,107.50951385498047,188.59293044437578,227.01954684223023,105.87192272741322,209.6245740046072
labeled-data,2021-09-03_101_EB009_bellyCam,img37219.png,578.53715982073,251.10737951729453,518.7122615959868,259.73357220424333,276.1735042717679,406.53869503836154,499.9222729792166,293.76984701520763,173.99913024902344,126.31684875488281,495.14423791434604,353.4973449707031,125.41807914393905,236.0113528725036,50.0,205.86263104213396
labeled-data,2021-09-03_101_EB009_bellyCam,img38490.png,580.0991609500536,251.23917559849104,525.9467393219661,264.1829984068491,472.770913879741,371.14438925153576,526.1316104743257,310.47580764857133,279.36248779296875,389.8692932128906,304.87859015016454,150.93972753163894,157.56715434479548,200.07088774768533,105.54546610435204,135.9061912989318
labeled-data,2021-09-03_101_EB009_bellyCam,img45208.png,580.5858446965647,248.74852590058822,521.1498730768728,262.47481616072344,501.4661148988549,366.8938200069777,532.8782348632812,263.2733154296875,182.0447680364084,146.64896346959273,357.2054256584868,408.4581485602632,146.30820260573353,256.6930923871299,70.60877131844705,223.47669832802308
labeled-data,2021-09-03_101_EB009_bellyCam,img47192.png,582.1637442333906,252.1033220131685,512.8845083935468,257.88291839426364,462.05852446069207,364.7149322175138,524.4120483398438,265.9654541015625,364.3582140813303,378.94817056291737,284.4077453613281,127.7084732055664,162.97955855890126,229.25768826172674,76.53751535799074,207.31537890832897
labeled-data,2021-09-03_101_EB009_bellyCam,img48612.png,582.7216348283926,253.88185553221064,513.8929067330319,257.4002492103544,,,552.7499520556719,214.38250732421875,355.6985209300605,360.9230848645077,263.8528137207031,129.32159423828125,143.97486602263461,248.17315673828125,66.92200015553311,266.7150887248212
labeled-data,2021-09-03_101_EB009_bellyCam,img50724.png,581.208382111462,252.77266738978227,503.8955582582299,260.68334835867404,486.91561356142597,378.4734858942955,481.0611211223619,300.41722448799766,278.88214111328125,415.2071732484643,217.41624792549766,109.99062643415294,112.36053283107572,240.51186783497866,53.64964736213443,238.78682879554657
