scorer,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2021-05-21_103_EB003_bellyCam\img00139.png,571.3672438672438,235.9213564213564,515.2171717171718,230.0108225108225,555.1132756132756,296.50432900432895,479.75396825396825,110.32251082251076,314.25901875901883,330.48989898989896,,,169.450937950938,281.7279942279942,66.01659451659458,317.19119769119766
labeled-data\2021-05-21_103_EB003_bellyCam\img00723.png,,,522.6053391053392,228.533189033189,569.8896103896104,252.17532467532465,472.36580086580096,110.32251082251076,311.3037518037518,345.26623376623377,,,157.6298701298702,302.4148629148629,71.92712842712848,349.69913419913416
labeled-data\2021-05-21_103_EB003_bellyCam\img01170.png,568.411976911977,238.87662337662334,528.515873015873,237.39898989898984,565.45670995671,293.549062049062,496.00793650793656,105.88961038961037,309.8261183261183,354.1320346320346,,,151.71933621933624,292.07142857142856,80.79292929292933,358.56493506493507
labeled-data\2021-05-21_103_EB003_bellyCam\img01854.png,,,518.1724386724388,194.54761904761904,,,419.17099567099575,77.81457431457426,394.05122655122665,330.48989898989896,181.2720057720058,57.12770562770561,207.8694083694084,263.99639249639245,,
labeled-data\2021-05-21_103_EB003_bellyCam\img02084.png,565.45670995671,241.8318903318903,485.66450216450227,232.96608946608944,426.55916305916315,318.66883116883116,506.35137085137086,139.87518037518032,262.5418470418471,368.90836940836937,,,107.39033189033194,277.29509379509375,,
labeled-data\2021-05-21_103_EB003_bellyCam\img05118.png,568.411976911977,238.87662337662334,524.0829725829726,238.87662337662334,559.546176046176,320.1464646464646,518.1724386724388,131.00937950937947,153.19696969696975,292.07142857142856,244.8102453102453,51.21717171717171,187.1825396825397,191.5923520923521,,
labeled-data\2021-05-21_103_EB003_bellyCam\img05372.png,569.8896103896104,238.87662337662334,482.70923520923526,232.96608946608944,420.64862914862914,274.3398268398268,360.06565656565664,120.66594516594512,,,,,148.7640692640693,278.77272727272725,,
labeled-data\2021-05-21_103_EB003_bellyCam\img05571.png,569.8896103896104,234.4437229437229,519.6500721500722,224.10028860028854,568.411976911977,278.77272727272725,430.99206349206355,101.45670995670991,318.6919191919192,329.01226551226546,,,172.40620490620495,289.1161616161616,132.5101010101011,399.93867243867237
labeled-data\2021-05-21_103_EB003_bellyCam\img07038.png,569.8896103896104,240.35425685425685,512.2619047619048,240.35425685425685,516.6948051948052,308.3253968253968,487.14213564213566,102.93434343434342,292.0945165945166,308.3253968253968,278.7958152958153,52.69480519480521,162.0627705627706,256.6082251082251,58.62842712842718,290.59379509379505
labeled-data\2021-05-21_103_EB003_bellyCam\img07596.png,566.9343434343434,237.39898989898984,522.6053391053392,228.533189033189,577.2777777777778,274.3398268398268,454.63419913419926,101.45670995670991,314.25901875901883,327.534632034632,305.3932178932179,64.51587301587301,176.8391053391054,280.2503607503607,73.40476190476193,309.80303030303025
labeled-data\2021-05-21_103_EB003_bellyCam\img07935.png,566.9343434343434,240.35425685425685,501.91847041847046,228.533189033189,534.426406926407,275.8174603174603,402.91702741702744,92.59090909090907,172.40620490620495,326.0569985569985,,,110.34559884559889,274.3398268398268,,
labeled-data\2021-05-21_103_EB003_bellyCam\img08050.png,568.411976911977,234.4437229437229,515.2171717171718,225.57792207792204,531.47113997114,258.08585858585855,450.20129870129875,117.71067821067817,339.37878787878793,355.60966810966806,,,170.9285714285715,275.8174603174603,68.97186147186153,224.1002886002886
labeled-data\2021-05-21_103_EB003_bellyCam\img10134.png,569.8896103896104,235.9213564213564,521.1277056277056,230.0108225108225,563.9790764790766,318.66883116883116,464.97763347763356,107.36724386724381,318.6919191919192,323.10173160173156,,,,,,
labeled-data\2021-05-21_103_EB003_bellyCam\img11408.png,568.411976911977,241.8318903318903,524.0829725829726,228.533189033189,569.8896103896104,295.0266955266955,496.00793650793656,119.18831168831167,357.11038961038963,333.4451659451659,,,141.37590187590195,269.9069264069264,,
labeled-data\2021-05-21_103_EB003_bellyCam\img12476.png,,,515.2171717171718,200.45815295815294,559.546176046176,249.2200577200577,466.45526695526695,88.15800865800861,321.64718614718623,327.534632034632,,,166.49567099567105,286.16089466089466,108.86796536796544,395.505772005772
labeled-data\2021-05-21_103_EB003_bellyCam\img14811.png,566.9343434343434,240.35425685425685,519.6500721500722,216.7121212121212,580.2330447330448,296.50432900432895,481.23160173160176,82.24747474747471,326.08008658008663,351.17676767676767,,,,,,
labeled-data\2021-05-21_103_EB003_bellyCam\img14901.png,568.411976911977,238.87662337662334,516.6948051948052,219.66738816738814,575.8001443001444,308.3253968253968,481.23160173160176,86.68037518037517,324.6024531024531,351.17676767676767,,,,,,
labeled-data\2021-05-21_103_EB003_bellyCam\img15488.png,569.8896103896104,238.87662337662334,527.0382395382396,230.0108225108225,569.8896103896104,274.3398268398268,462.02236652236655,91.11327561327556,286.1839826839827,337.87806637806636,,,154.67460317460325,263.99639249639245,73.40476190476193,351.17676767676767
