scorer,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2021-06-20_102_EB005_bellyCam\img004506.png,,,514.8676147460938,242.37950134277344,476.49078369140625,365.3955993652344,565.7422485351562,215.30455017089844,275.15008544921875,391.32501220703125,334.838134765625,102.9652328491211,193.3035888671875,204.2387237548828,103.61032104492188,219.9842987060547
labeled-data\2021-06-20_102_EB005_bellyCam\img027154.png,,,514.0654907226562,243.85679626464844,507.56744384765625,329.96136474609375,548.5845336914062,196.76148986816406,328.7618713378906,405.8456115722656,240.6690216064453,67.38959503173828,184.2276611328125,231.47637939453125,100.3026351928711,240.4473876953125
labeled-data\2021-06-20_102_EB005_bellyCam\img043987.png,564.05078125,243.28599548339844,518.202392578125,243.4007568359375,517.2647705078125,305.93658447265625,560.1279296875,217.0306854248047,391.3543701171875,398.86895751953125,289.80999755859375,86.8660659790039,227.00592041015625,219.84130859375,140.7992288874916,237.33865446330776
labeled-data\2021-06-20_102_EB005_bellyCam\img058891.png,566.1642456054688,236.2936553955078,519.2880859375,228.58990478515625,534.506591796875,277.5622253417969,560.3579711914062,197.26181030273438,435.2760009765625,349.3793029785156,333.3160705566406,112.8447494506836,255.41876220703125,265.42236328125,174.9121799162757,298.9293525257243
labeled-data\2021-06-20_102_EB005_bellyCam\img076919.png,564.6087646484375,240.171142578125,522.4319458007812,232.6028289794922,537.2695229587976,307.70656883402376,557.1847534179688,185.65036010742188,351.1829528808594,390.4425048828125,270.1348571777344,87.01657104492188,196.69769287109375,245.38934326171875,103.42628479003906,271.8414611816406
labeled-data\2021-06-20_102_EB005_bellyCam\img078799.png,563.97607421875,240.35105895996094,525.266357421875,236.73915100097656,550.2032470703125,293.4799499511719,533.4112548828125,154.2623748779297,302.4384460449219,382.6569519042969,220.03407287597656,112.9622802734375,181.1827392578125,265.6387939453125,100.72229093791714,298.15167128465566
labeled-data\2021-06-20_102_EB005_bellyCam\img079303.png,567.2922973632812,244.24383544921875,525.39453125,235.2996826171875,538.9808378372724,313.5899789001107,557.6026000976562,179.6754150390625,375.12115478515625,365.95654296875,320.54278564453125,90.10283660888672,269.7999572753906,212.87841796875,161.03460693359375,248.3912353515625
labeled-data\2021-06-20_102_EB005_bellyCam\img079431.png,564.5559692382812,238.76742553710938,525.9507446289062,235.2099151611328,543.487060546875,303.1455078125,555.8138427734375,175.29556274414062,374.7099304199219,367.381591796875,312.1051025390625,84.33403778076172,244.7296142578125,225.89190673828125,147.28801098096676,230.42192095613808
labeled-data\2021-06-20_102_EB005_bellyCam\img083744.png,564.7974853515625,233.7245635986328,509.54449462890625,229.9666290283203,506.94447847995843,278.1092076926331,485.63798754477455,130.5361355090639,155.47697816173888,337.57262716189337,,,169.66957092285156,189.24838256835938,86.4892349243164,190.32205200195312
labeled-data\2021-06-20_102_EB005_bellyCam\img105236.png,565.8231201171875,234.4227294921875,507.3926696777344,233.57498168945312,,,,,257.9218742809163,350.53365765279517,232.4077911376953,109.85086822509766,,,,
labeled-data\2021-06-20_102_EB005_bellyCam\img125250.png,565.7388916015625,233.64297485351562,514.6279907226562,231.3994598388672,559.0191563665784,265.41012932784037,524.7342787514817,157.0506265048582,415.25443471297865,367.0417692163649,273.5562715594674,111.64709832198105,248.35316752744666,289.92524036108756,156.13921022537966,315.72418893846174
labeled-data\2021-06-20_102_EB005_bellyCam\img125987.png,563.8840942382812,240.95628356933594,516.129638671875,236.13723754882812,503.5997856274338,336.79657809368143,539.1254272460938,186.88522338867188,331.87395736875783,407.70893230665035,,,194.27606201171875,226.2242431640625,108.77457427978516,234.72035217285156
labeled-data\2021-06-20_102_EB005_bellyCam\img126034.png,567.5538631658487,236.1080327658753,499.08447265625,234.9345703125,516.898143404797,331.65084229820013,548.0636058019098,190.93478195806665,333.0004309995435,399.5834049005575,,,,,,
labeled-data\2021-06-20_102_EB005_bellyCam\img126595.png,565.9595336914062,239.34637451171875,498.2500305175781,237.1923370361328,,,539.4636503285764,186.0268109507793,,,,,,,,
labeled-data\2021-06-20_102_EB005_bellyCam\img126842.png,566.029541015625,242.8456573486328,519.4697875976562,235.02769470214844,504.1718836290046,346.50776993776975,544.0440673828125,180.45005798339844,340.97857666015625,377.9334716796875,209.7696533203125,94.451171875,172.05731201171875,242.02459716796875,69.16216529755468,278.9411297940876
labeled-data\2021-06-20_102_EB005_bellyCam\img127353.png,566.1065063476562,239.05697631835938,551.9864501953125,236.98240661621094,,,535.3985595703125,186.8594970703125,268.7505782733218,366.19213685242596,211.54794311523438,109.02066040039062,170.9491551980508,210.51255780362754,74.04337310791016,230.208984375
labeled-data\2021-06-20_102_EB005_bellyCam\img128437.png,564.112060546875,237.4488983154297,504.62128076694967,238.46721646995945,,,,,,,,,,,,
labeled-data\2021-06-20_102_EB005_bellyCam\img130601.png,563.7459106445312,244.33934020996094,513.0020751953125,237.35153198242188,537.0481147371034,332.92838169415427,536.4513549804688,191.05958557128906,261.0963134765625,337.3629150390625,,,,,,
