scorer,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2021-03-01_101_CB007_bellyCam\img02982.png,,,178.488707956781,242.58296185636192,272.5124453974655,97.02933154904923,105.88721466064453,251.38442993164062,321.57293701171875,79.28194427490234,568.8250423650675,349.125686106195,527.9190063476562,259.44110107421875,,
labeled-data\2021-03-01_101_CB007_bellyCam\img03727.png,90.3499214610921,247.30072021484375,172.46039930765153,239.420243028654,175.78753050888224,107.7949190204049,128.3913613985752,210.80807065840935,,,535.7452392578125,354.62757711741324,554.3041381835938,260.2601013183594,,
labeled-data\2021-03-01_101_CB007_bellyCam\img04589.png,85.08203762099811,206.26721694764842,162.52129749434175,239.6369790482687,228.85542141297037,115.6024146769052,114.80602264404297,253.83486938476562,,,438.48356574486695,484.42896979760127,509.0289306640625,389.82672119140625,,
labeled-data\2021-03-01_101_CB007_bellyCam\img05002.png,94.67072915265283,208.97414138612498,181.0293519777157,239.6844642200603,243.20555767649012,103.32788195974035,121.43484553175563,230.9376812860197,,,441.85697919034635,489.10182100055954,508.36407470703125,406.9445495605469,,
labeled-data\2021-03-01_101_CB007_bellyCam\img05369.png,84.06676483154297,245.22120666503906,148.10708384461861,259.0712585449219,173.85287475585938,156.1328582763672,114.73284912109375,274.7568054199219,418.4200744628906,116.32269287109375,469.1268615722656,482.5435485839844,477.0137939453125,400.716064453125,,
labeled-data\2021-03-01_101_CB007_bellyCam\img05553.png,,,153.53400007669438,253.61637788532505,119.542236328125,167.2540740966797,75.2136001586914,242.71151733398438,257.7007141113281,71.0123062133789,409.0620422363281,403.5400081853801,455.22637903498935,241.27310324480806,,
labeled-data\2021-03-01_101_CB007_bellyCam\img06117.png,,,147.48846946807032,245.34471148348183,132.49969482421875,159.72175526236157,82.8458480834961,236.14376831054688,276.8623352050781,68.67066192626953,435.4791568536824,401.736510511385,478.27231839504157,256.69063077006143,,
labeled-data\2021-03-01_101_CB007_bellyCam\img06313.png,83.90548678796404,258.31738031744675,153.16148124785548,248.5637201638122,145.77245356689195,149.93793767280755,84.45858730868224,233.22108639243584,292.9361999250841,73.55816077297641,450.4806069779562,400.6670830211507,498.4937797637108,256.96510903837515,,
labeled-data\2021-03-01_101_CB007_bellyCam\img06329.png,91.85053898969534,264.3544893329049,143.0843963623047,243.2147216796875,155.6197892025507,148.53994249791936,98.13416983488264,232.1291214909852,313.61138916015625,61.514007568359375,470.4875793457031,397.3669584383931,499.92893604414655,268.07167181236275,,
labeled-data\2021-03-01_101_CB007_bellyCam\img06462.png,92.60031038044224,254.28724580524693,142.5742645263672,244.6134490966797,157.49459756883277,144.51182019013538,93.9852138955963,225.62266792206646,315.8042907714844,63.34357452392578,467.45100420809126,400.4631189675232,495.93983117907885,260.963411602819,,
labeled-data\2021-03-01_101_CB007_bellyCam\img07236.png,85.13330078125,252.27442932128906,142.08815002441406,246.22593688964844,159.4002219584812,135.8554640976957,90.75303688030499,220.43292541938706,339.3666767473841,65.42876570241356,478.1262203435831,403.0373222789632,506.86901388064337,262.00845590767335,,
labeled-data\2021-03-01_101_CB007_bellyCam\img07326.png,85.25582122802734,252.29444885253906,142.4271697998047,246.3668670654297,160.70598502333928,137.28763860054192,94.91203292302362,219.51132525736108,338.21936857754554,59.833261660755,477.2838285555806,404.5172873091532,504.6349304155739,266.5322739785453,,
labeled-data\2021-03-01_101_CB007_bellyCam\img08065.png,85.009765625,251.8254852294922,142.57456970214844,246.35711669921875,161.97289158184958,138.25391649694285,93.76518251685695,221.77072431188174,342.68747698932134,62.25080280511952,476.3016361017294,402.10089039419756,506.6958435015114,257.26454434428024,,
labeled-data\2021-03-01_101_CB007_bellyCam\img09332.png,85.48555755615234,248.97802734375,139.1531982421875,245.3997802734375,153.8791435593297,142.73822956293196,105.54447939185684,218.57666321235575,386.2563171386719,53.68324279785156,502.524154483315,409.07646053359576,527.3926664418576,255.74850861537203,,
labeled-data\2021-03-01_101_CB007_bellyCam\img10124.png,84.90583801269531,250.58319091796875,160.70853989263708,255.74551355647378,154.6082024102642,147.5790234708454,116.8666256213686,285.87608211562696,433.885531440788,129.14406513784985,,,503.5737609863281,400.798828125,,
labeled-data\2021-03-01_101_CB007_bellyCam\img10347.png,88.76898193359375,255.4323272705078,165.04177622743111,249.63075256347656,230.29558704875194,122.5312187850779,124.36440259122514,243.80514472435914,,,476.95172047232256,481.9425199618306,525.5283203125,393.39874267578125,,
labeled-data\2021-03-01_101_CB007_bellyCam\img11193.png,90.4465103149414,254.373779296875,167.06226770251646,250.12811261319786,229.8702860910655,116.68282957389005,122.14355345084323,230.0142978231537,,,472.47186243342685,484.4535669655701,532.4125366210938,388.8030090332031,,
labeled-data\2021-03-01_101_CB007_bellyCam\img13876.png,90.46451568603516,252.45668029785156,167.62800256579771,246.0691375732422,228.21102176114198,106.53721584872136,117.2367846520151,227.7702169749134,,,466.29569953392945,485.63369679068194,523.435256418695,409.9280090332032,,
