scorer,,,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,,,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2022-07-04_101_EB019_bellyCam,img000073.png,,,,,,,264.2142333984375,494.8022155761719,,,265.93621826171875,493.8867492675781,,,,
labeled-data,2022-07-04_101_EB019_bellyCam,img000493.png,,,,,,,,,,,,,,,,
labeled-data,2022-07-04_101_EB019_bellyCam,img000541.png,,,,,,,,,,,,,,,,
labeled-data,2022-07-04_101_EB019_bellyCam,img000632.png,,,,,,,,,462.1128234863281,338.05877175952145,270.41137922314573,69.92136191113053,301.8155821591795,280.98756874706936,227.79192829736445,294.65169909619055
labeled-data,2022-07-04_101_EB019_bellyCam,img001347.png,541.9259964748535,253.7778354382325,496.0248107910156,259.1279602050781,350.75953595483594,321.96506651513806,410.5680847167969,196.7063446044922,212.4788055419922,458.77685546875,140.6440599746095,110.9840538972154,108.21294546020272,322.3956238823259,,
labeled-data,2022-07-04_101_EB019_bellyCam,img002532.png,540.9674342499998,273.6383328618166,492.84489935986306,271.5885314941406,353.4854254702133,297.79060407348726,504.1611633300781,201.02078247070312,244.38909865624896,374.93802424340896,240.42422444677646,168.76933801074227,88.16363941821271,265.4804094328614,,
labeled-data,2022-07-04_101_EB019_bellyCam,img002843.png,540.7728711196285,269.6251237883301,494.91717025512696,270.9693943051759,520.9994439277345,303.20745677807616,396.2749457338853,188.19974742114192,117.11458005224631,374.543382484375,,,81.65549722729122,267.0564096474601,,
labeled-data,2022-07-04_101_EB019_bellyCam,img003290.png,542.0540382731938,272.8135784523929,500.92156324267626,271.2215832712407,449.998779296875,286.354736328125,509.0204620651856,225.93454151293952,229.15170515478275,351.4806344428701,160.59142091186249,102.7135934338362,89.69949367358089,236.04812322045984,,
labeled-data,2022-07-04_101_EB019_bellyCam,img005959.png,542.9126518193357,274.51487906640637,493.9816452495115,267.10048934692395,382.0409851074219,310.1892395019531,503.0419921875,215.98513793945312,225.27846620263693,359.73726231811526,143.35873823901164,105.00570320581016,81.3808631926243,257.0594555209972,,
labeled-data,2022-07-04_101_EB019_bellyCam,img031551.png,540.9799194335938,270.1683044433594,498.34274475415066,271.49681266015637,459.09938052221685,337.17102388574216,412.7871413781734,208.54911614965778,129.39351660058412,306.36485607983343,220.3509979248047,138.45712280273438,111.98421856933498,215.5039150725105,,
labeled-data,2022-07-04_101_EB019_bellyCam,img056831.png,541.110107421875,269.88555908203125,483.971274543213,265.22544016357426,512.4489135742188,296.4859313964844,418.9670715332031,217.85101318359375,195.95403208251963,356.760882923584,223.23533971069338,127.38778686523438,,,,
labeled-data,2022-07-04_101_EB019_bellyCam,img057433.png,541.3654174804688,265.5370178222656,487.16130412426764,260.63129171704105,521.5900268554688,292.6369934082031,425.881103515625,217.62930297851562,196.12326049804688,352.28167724609375,229.41004943847656,126.57693481445312,,,,
labeled-data,2022-07-04_101_EB019_bellyCam,img057717.png,539.6942749023438,265.4916687011719,483.7995046657717,261.0413869318848,521.5609741210938,291.3775329589844,424.7187194824219,217.30740356445312,193.80810546875,353.0024108886719,228.1990966796875,126.0513687133789,,,,
labeled-data,2022-07-04_101_EB019_bellyCam,img058317.png,540.3497924804688,266.749267578125,485.8970439414064,262.35895287890634,512.0238037109375,286.71881103515625,408.37921142578125,216.066162109375,186.40044490429693,354.4630093173829,217.58475072143557,123.18898010253906,,,,
labeled-data,2022-07-04_101_EB019_bellyCam,img059187.png,540.7042846679688,266.61798095703125,486.87348946704117,260.59694421191415,514.1759033203125,283.3190002441406,411.5207316274415,215.92227851342778,191.42173263305676,356.9037797941895,218.05302601000983,122.6944351196289,,,,
labeled-data,2022-07-04_101_EB019_bellyCam,img059304.png,539.1607055664062,268.0788879394531,482.1564433554689,257.8464796633302,510.41040886450196,281.0855322976075,405.885009765625,213.36074829101562,185.49737382836923,356.24210613916017,210.2449323930664,122.40498352050781,,,,
labeled-data,2022-07-04_101_EB019_bellyCam,img064307.png,543.8270755505371,270.4861534934082,478.10209326684594,268.3993021840821,489.12603759765625,304.3100891113281,466.8522033691406,217.76251220703125,195.5325317673341,366.82880657861335,252.47203576464847,114.91492799951169,,,,
labeled-data,2022-07-04_101_EB019_bellyCam,img066880.png,539.6975708007812,271.6692199707031,485.67710713378915,268.63725283667,500.2553405761719,302.0203857421875,474.5849609375,218.361083984375,193.61155700683594,364.13250732421875,252.17416381835938,119.09725189208984,81.50428565697808,257.60237794262684,,
labeled-data,2022-07-04_101_EB019_bellyCam,img120085.png,541.8446485795898,269.33670553540037,480.08816362329117,259.4335157670899,506.6786973676758,290.79701911401366,420.2611083984375,224.54856872558594,192.76938547607432,358.48111133715827,289.9479217819825,124.46945359326168,90.85907238867009,236.88872577465924,,
labeled-data,2022-07-04_101_EB019_bellyCam,img122546.png,538.3870849609375,267.78424072265625,497.5600857915041,268.33898931591807,510.81988525390625,288.69891357421875,511.181884765625,230.25717163085938,188.8209449243165,360.7258317961426,288.38577104516605,124.41849602270509,83.29420724731261,244.51821782812613,,
