scorer,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2021-03-08_104_EB001_bellyCam\img02706.png,83.22662966937523,254.97534628685042,130.40997256997957,251.63915032418143,178.54651431706074,173.95344433631772,106.10340198481975,272.6095249466722,302.93896378229033,155.84266625325748,351.18343223747263,365.94206687032823,460.21677345097146,273.5627237931491,540.5654671855484,325.26384487168013
labeled-data\2021-03-08_104_EB001_bellyCam\img03810.png,79.9418872266973,254.98095786070468,134.6517343416076,259.18940763877475,262.3080442763986,166.60351252123405,102.38695270973744,294.259822456025,339.4629568743492,182.0344950408242,434.8544851772699,354.58093594169543,468.52208340183006,298.468272234095,558.3023453339907,347.5668529782454
labeled-data\2021-03-08_104_EB001_bellyCam\img04399.png,82.74752041207728,260.59222423146474,137.4573675269877,253.5781412680147,269.32212723984867,183.43731163351418,107.75012217589568,299.2705735535046,,,481.1474327360402,322.3161543098252,447.4798345114799,246.56405830456464,,
labeled-data\2021-03-08_104_EB001_bellyCam\img05200.png,81.34470381938729,257.7865910460847,127.63765137815756,253.5781412680147,216.01509671762824,169.40914570661408,126.23483478546757,304.0795386048551,,,387.15872102580954,322.3161543098252,469.92489999452016,297.06545564140504,554.0938955559208,350.3724861636254
labeled-data\2021-03-08_104_EB001_bellyCam\img07721.png,82.74752041207728,259.18940763877475,133.24891774891762,253.5781412680147,270.72494383253866,212.89646008000437,105.19258589511742,299.871088826785,346.4770398377992,191.85421118965422,492.3699654775603,357.38656912707546,447.47983451148,260.5922242314648,535.8572798509506,273.21757356567485
labeled-data\2021-03-08_104_EB001_bellyCam\img08670.png,84.15033700476727,259.18940763877475,133.24891774891762,259.18940763877475,192.167214641898,208.68801030193436,124.83201819277758,309.6908049756151,507.8009479971504,194.65984437503425,388.56153761849953,365.8034686832155,464.3136336237601,294.259822456025,555.4967121486108,320.91333771713516
labeled-data\2021-03-08_104_EB001_bellyCam\img09102.png,84.15033700476727,257.7865910460847,137.4573675269877,263.3978574168448,154.29116663926777,190.45139459696424,238.46016220066838,297.06545564140504,504.9953148117704,170.81196229930407,314.21225820592895,329.3302372732752,451.68828428955,277.4260233437449,,
labeled-data\2021-03-08_104_EB001_bellyCam\img12666.png,81.34470381938729,257.7865910460847,159.90243301002783,256.3837744533947,193.5700312345881,180.63167844813415,137.4573675269877,276.02320675105483,475.5361663652801,149.76971340895392,419.4235026576797,364.4006520905255,485.35588251411025,298.4682722340951,545.6769959997806,365.8034686832155
labeled-data\2021-03-08_104_EB001_bellyCam\img14843.png,85.55315359745725,256.3837744533947,141.66581730505766,264.80067400953476,241.26579538604847,198.86829415310427,107.9982190804975,304.0795386048551,329.64324072551904,184.84012822620417,472.73053317990014,333.5386870513453,461.50800043838,273.21757356567485,,
labeled-data\2021-03-08_104_EB001_bellyCam\img16310.png,84.15033700476727,254.98095786070468,138.86018411967768,256.3837744533947,228.64044605183835,166.60351252123405,138.86018411967768,288.64855608526494,319.823524576689,103.4767658501836,423.6319524357498,316.70488793906515,454.49391747492996,215.7020932653844,549.8854457778507,252.1753246753247
labeled-data\2021-03-08_104_EB001_bellyCam\img16457.png,81.34470381938729,260.59222423146474,151.4855334538878,257.7865910460847,,,103.78976930242743,298.468272234095,377.3390048769794,139.94999726012384,486.75869910680024,340.5527700147953,472.73053317990014,253.5781412680147,562.5107951120608,299.871088826785
labeled-data\2021-03-08_104_EB001_bellyCam\img16656.png,82.74752041207728,259.18940763877475,144.47145049043775,253.5781412680147,,,,,447.4798345114799,138.54718066743385,,,468.52208340183006,264.80067400953476,538.6629130363306,323.7189709025152
labeled-data\2021-03-08_104_EB001_bellyCam\img17426.png,85.55315359745725,256.3837744533947,145.87426708312773,257.7865910460847,224.43199627376828,208.68801030193436,124.83201819277758,299.871088826785,384.35308784042945,197.46547756041429,475.5361663652801,350.3724861636254,454.49391747492996,266.2034906022248,551.2882623705407,285.8429228998849
labeled-data\2021-03-08_104_EB001_bellyCam\img17862.png,84.15033700476727,259.18940763877475,138.86018411967768,269.0091237876048,110.80385226587748,219.91054304345442,260.90522768370863,329.33023727327526,479.7446161433502,187.6457614115842,346.4770398377992,370.0119184612855,457.29955066031005,291.454189270645,544.2741794070906,261.9950408241547
labeled-data\2021-03-08_104_EB001_bellyCam\img18394.png,82.74752041207739,259.18940763877475,141.66581730505766,266.2034906022248,,,175.33341552961792,327.9274206805852,360.5052057646993,186.24294481889422,,,428.9376282529363,226.30696852856238,500.78686503370034,155.38097977971398
labeled-data\2021-03-08_104_EB001_bellyCam\img18782.png,84.15033700476727,253.5781412680147,136.0545509342977,259.18940763877475,133.24891774891762,205.88237711655432,227.23762945914837,290.051372677955,474.1333497725901,165.20069592854406,312.80944161323896,334.94150364403527,451.68828428955,297.06545564140504,520.4262973313605,357.38656912707546
labeled-data\2021-03-08_104_EB001_bellyCam\img22449.png,82.74752041207728,257.7865910460847,143.06863389774776,261.9950408241547,169.72214915885797,194.65984437503425,237.0573456079784,315.30207134637516,,,319.823524576689,348.9696695709354,450.28546769686,297.065455641405,,
