scorer,,,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada,Andrada
bodyparts,,,nose,nose,neck,neck,leftforepaw,leftforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2021-08-27_101_EB008_bellyCam,img000127.png,582.6970694287031,252.44794851840487,520.8957009235764,253.495734376386,,,551.8467805789599,202.34851541155024,,,,,,,,
labeled-data,2021-08-27_101_EB008_bellyCam,img025048.png,,,523.5533235477099,240.0423415555063,545.8935546875,241.86685180664062,513.5817260742188,176.60574340820312,316.542724609375,344.3341369628906,393.2081921686697,152.49320141740156,185.92443505790078,237.2033102734295,118.46542049639044,242.1363981481158
labeled-data,2021-08-27_101_EB008_bellyCam,img033070.png,578.3271353466716,251.84889029433077,527.3682331856805,246.9866830796288,560.88232421875,242.81089782714844,519.9136059870291,158.5971362004709,299.0249447014554,340.0169982910156,329.6522322691138,145.77072577146845,162.12582397460938,245.66525268554688,92.08794403076172,243.47567749023438
labeled-data,2021-08-27_101_EB008_bellyCam,img040924.png,581.5572540617829,253.1136131912565,523.7656199971962,251.0902529024616,545.9556274414062,249.94163513183594,481.07820596330794,155.0298941357342,307.7310791015625,361.8271789550781,402.3193994740582,152.50339895785805,180.71042620537764,252.87271209890042,,
labeled-data,2021-08-27_101_EB008_bellyCam,img044124.png,581.2585635993257,250.6859470221774,519.8626708984375,253.79562377929688,499.2748425592947,225.1908768617455,465.8528592466928,145.7583544783277,247.155517578125,354.6444396972656,359.5319027092679,150.3535894175434,146.21370059152127,255.55884597864946,76.15192413330078,272.2328186035156
labeled-data,2021-08-27_101_EB008_bellyCam,img045195.png,580.0804630133885,247.88324908481917,519.8403370340538,256.78844030831016,527.8521341628964,226.17315506988888,480.4911829213238,161.56853997906683,328.8918151855469,349.49993896484375,326.61120730538846,144.2145581689294,166.39995929217548,283.7045936789166,,
labeled-data,2021-08-27_101_EB008_bellyCam,img047840.png,578.6435945438036,249.78053625557578,521.3220825195312,250.05043029785156,509.27058502370505,222.6873588357319,498.22259521484375,169.13577270507812,302.4272024853435,357.3885180364084,379.5531429436429,158.89879403877097,180.6173858642578,268.12938269112266,99.19800567626953,286.398681640625
labeled-data,2021-08-27_101_EB008_bellyCam,img057537.png,578.5399674379175,253.4723439034541,525.0581104715538,256.9577356556988,545.96337890625,212.6920166015625,470.7623210135381,169.48190307617188,289.70391845703125,348.1910400390625,371.1928206480202,142.2661073611863,176.4777209172678,242.66036987304693,115.76352053543695,250.35339805673635
labeled-data,2021-08-27_101_EB008_bellyCam,img059313.png,579.36626138323,246.52466879255138,525.2804166866653,256.39152276715276,527.2070947865583,255.20624121163047,532.7888264473994,185.89346188406466,121.00537067605853,374.6211144280977,253.59924674766472,135.4350129004465,,,,
labeled-data,2021-08-27_101_EB008_bellyCam,img061840.png,578.2662646184399,249.58692215052446,526.0175090018192,258.5485310372432,533.6439819335938,231.9209124455881,489.44992190499784,166.80656900041743,264.9075012207031,345.1959533691406,333.68965991072344,142.95756872627896,154.95127868652344,245.5097126778682,82.44704312185763,255.14888217284357
labeled-data,2021-08-27_101_EB008_bellyCam,img084935.png,579.7145971079731,254.0448676771672,522.2025706807897,248.4694674134634,551.6741333007812,218.16319274902344,497.499267578125,167.7572021484375,278.5200581368525,351.3807267152612,359.6693457931185,152.58590698242188,,,,
labeled-data,2021-08-27_101_EB008_bellyCam,img088348.png,579.7452373402296,251.7437423123423,519.3523814718058,252.7883527580562,550.6544588016161,231.75653543108143,485.7576001276541,158.07424334751448,257.30321206682356,353.91029824846424,339.3323331744334,151.28379513136622,,,,
labeled-data,2021-08-27_101_EB008_bellyCam,img097064.png,579.3789728717788,249.37655856444508,523.0173203097281,249.24459155134838,542.2034301757812,229.09288024902344,510.8354411307254,167.7434573981539,274.3661804199219,357.03270300362266,376.5569987479131,122.55715225306352,146.09531256455222,216.0793497044188,80.61080073739242,210.36689258020397
labeled-data,2021-08-27_101_EB008_bellyCam,img110763.png,579.7483308719284,251.28098934988498,524.744549193643,255.36214617954573,526.0692244566137,229.7290390931908,495.17993289132596,163.78931472864946,286.11468505859375,362.55903033481917,388.83502197265625,153.3070547802655,167.74138470424333,245.31352108816623,,
labeled-data,2021-08-27_101_EB008_bellyCam,img115648.png,579.9508243415135,252.3850589606539,534.7274300830159,254.27099859515192,556.1541137695312,210.84063720703125,504.70928955078125,137.9429931640625,302.18099725445745,354.59130734304904,351.3576685170269,139.93985077077548,132.7460382990929,265.9702069218529,,
labeled-data,2021-08-27_101_EB008_bellyCam,img124502.png,579.6961644907853,251.65466650459928,533.7132008035851,257.4097523507197,549.6559241461212,223.38777585811664,504.06660119559615,167.14595965610818,294.294076721538,353.6077669070848,365.4845076597388,126.08040960762656,152.55963976912182,251.87058895925998,83.93799028189687,260.92424444822626
labeled-data,2021-08-27_101_EB008_bellyCam,img129788.png,579.5376032428724,248.90576730537254,531.3186277796983,246.57664172917669,555.1269100173488,221.66989219043148,515.3990796198416,168.18562658760703,299.0016068422143,354.9684647523705,370.63158245814964,128.02117077775313,164.83558688129273,223.33250769112271,90.94307954667914,213.50296020507812
