scorer,,,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000,DLC_resnet50_BellyCam ModelJun24shuffle1_1030000
bodyparts,,,nose,nose,nose,neck,neck,neck,leftforepaw,leftforepaw,leftforepaw,rightforepaw,rightforepaw,rightforepaw,lefthindpaw,lefthindpaw,lefthindpaw,righthindpaw,righthindpaw,righthindpaw,baseoftail,baseoftail,baseoftail,tail,tail,tail
coords,,,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data,2021-08-27_101_EB008_bellyCam,img124502.png,573.7236938476562,247.6730194091797,0.9992706179618835,545.6581420898438,252.4326934814453,0.9799107313156128,475.9954528808594,342.8371887207031,0.46591490507125854,508.0482482910156,165.15513610839844,0.999993085861206,292.3032531738281,351.616943359375,0.999964714050293,366.47991943359375,122.09876251220703,0.991841197013855,160.52293395996094,248.8843536376953,0.17272861301898956,161.58010864257812,246.9884796142578,0.003354666056111455
labeled-data,2021-08-27_101_EB008_bellyCam,img044124.png,577.2769165039062,246.7042999267578,0.9999974966049194,519.8626708984375,253.79562377929688,0.9527077674865723,502.2610778808594,224.19546508789062,0.003605438629165292,501.68768310546875,225.39129638671875,0.9999490976333618,247.155517578125,354.6444396972656,0.9999867677688599,363.5135498046875,144.38111877441406,0.9888850450515747,149.19993591308594,250.581787109375,0.24050332605838776,76.15192413330078,272.2328186035156,0.9264353513717651
labeled-data,2021-08-27_101_EB008_bellyCam,img115648.png,575.9691772460938,248.40341186523438,0.9996927976608276,541.6953125,260.24346923828125,0.27289530634880066,556.1541137695312,210.84063720703125,0.6788167357444763,504.70928955078125,137.9429931640625,0.9999732971191406,296.2085266113281,351.6050720214844,0.9999452829360962,357.33013916015625,129.98573303222656,0.007229323498904705,486.1172180175781,368.49761962890625,0.027286099269986153,544.6583862304688,215.06268310546875,0.00029378850013017654
labeled-data,2021-08-27_101_EB008_bellyCam,img047840.png,576.6527709960938,245.79888916015625,0.9999988079071045,521.3220825195312,250.05043029785156,0.998712420463562,499.31646728515625,164.95347595214844,0.00428633950650692,498.22259521484375,169.13577270507812,0.9998873472213745,295.4593200683594,354.40228271484375,0.999942421913147,383.5347900390625,147.9492645263672,0.9985567927360535,180.6173858642578,264.1477355957031,0.9081166982650757,99.19800567626953,286.398681640625,0.9771917462348938
labeled-data,2021-08-27_101_EB008_bellyCam,img137530.png,565.899169921875,249.94700622558594,0.0827149972319603,516.038818359375,227.5029296875,0.3018849790096283,545.2603149414062,251.8748779296875,0.9999696016311646,543.0446166992188,176.0358428955078,0.999881386756897,182.4696044921875,365.2668762207031,0.9999792575836182,277.1171569824219,107.53047180175781,0.9999938011169434,182.0441436767578,361.5726013183594,0.0007409380050376058,177.44921875,365.516845703125,0.0002669498207978904
labeled-data,2021-08-27_101_EB008_bellyCam,img061840.png,575.280029296875,244.60986328125,0.9999353885650635,530.9945678710938,253.57147216796875,0.9021260738372803,533.6439819335938,228.93467712402344,0.7989381551742554,492.4361572265625,165.8111572265625,0.9999659061431885,264.9075012207031,345.1959533691406,0.9997249245643616,341.6529541015625,138.97592163085938,0.03131886199116707,154.95127868652344,240.53265380859375,0.732698380947113,79.46080780029297,248.18099975585938,0.0005147639894858003
labeled-data,2021-08-27_101_EB008_bellyCam,img088348.png,550.8782958984375,235.81715393066406,0.003520212136209011,507.4074401855469,221.9305877685547,0.23155245184898376,548.6636352539062,230.76112365722656,0.9782178997993469,488.74383544921875,156.0834197998047,0.9999748468399048,256.30780029296875,352.9148864746094,0.9999245405197144,258.7039794921875,350.36614990234375,0.0008549682097509503,256.1896057128906,355.2982177734375,0.0004207863239571452,89.82615661621094,231.81829833984375,0.0021727641578763723
labeled-data,2021-08-27_101_EB008_bellyCam,img025048.png,531.5927734375,145.47503662109375,0.47799959778785706,521.5625,224.11575317382812,0.5423096418380737,545.8935546875,241.86685180664062,0.999104917049408,513.5817260742188,176.60574340820312,0.9999548196792603,316.542724609375,344.3341369628906,0.99992835521698,396.1944274902344,144.5299072265625,0.9995309114456177,189.9060821533203,230.2354278564453,0.02389664389193058,499.7081298828125,326.74639892578125,0.003563648322597146
